deleted,balanced_accuracy,macro_f1,minority_recall,noise_precision_deleted,clean_minority_deletion_rate,dataset,model,seed,method,noise_level
23,0.8485829959514171,0.8359375,0.7894736842105263,0.5652173913043478,0.0,ecoli,lr,83,crcc_p_l10,high
23,0.8485829959514171,0.8359375,0.7894736842105263,0.43478260869565216,0.0,ecoli,lr,83,crcc_m,high
0,0.6040485829959514,0.6139705882352942,0.3157894736842105,0.0,0.0,ecoli,hgb,13,no_cleaning,high
23,0.6072874493927125,0.6111111111111112,0.3684210526315789,0.13043478260869565,0.043478260869565216,ecoli,hgb,13,random_deletion,high
23,0.5931174089068826,0.6040684693624411,0.2631578947368421,0.8260869565217391,0.17391304347826086,ecoli,hgb,13,global_top_loss,high
23,0.6522267206477733,0.6493738819320215,0.47368421052631576,0.4782608695652174,0.043478260869565216,ecoli,hgb,13,class_proportional,high
23,0.6117408906882591,0.6242053214033435,0.3157894736842105,1.0,0.0,ecoli,hgb,13,oracle_deletion,high
23,0.6522267206477733,0.6493738819320215,0.47368421052631576,0.4782608695652174,0.043478260869565216,ecoli,hgb,13,crcc_p_l0,high
23,0.6522267206477733,0.6493738819320215,0.47368421052631576,0.4782608695652174,0.043478260869565216,ecoli,hgb,13,crcc_p_l025,high
23,0.6522267206477733,0.6493738819320215,0.47368421052631576,0.4782608695652174,0.043478260869565216,ecoli,hgb,13,crcc_p_l05,high
23,0.6522267206477733,0.6493738819320215,0.47368421052631576,0.4782608695652174,0.043478260869565216,ecoli,hgb,13,crcc_p_l10,high
23,0.6182186234817814,0.6159809183064997,0.42105263157894735,0.43478260869565216,0.0,ecoli,hgb,13,crcc_m,high
0,0.6348178137651822,0.6571428571428571,0.3157894736842105,0.0,0.0,ecoli,hgb,29,no_cleaning,high
23,0.7323886639676114,0.7548821548821549,0.5263157894736842,0.30434782608695654,0.043478260869565216,ecoli,hgb,29,random_deletion,high
23,0.5744939271255061,0.5807722616233255,0.21052631578947367,0.9130434782608695,0.08695652173913043,ecoli,hgb,29,global_top_loss,high
23,0.8331983805668016,0.8095238095238095,0.7894736842105263,0.5217391304347826,0.0,ecoli,hgb,29,class_proportional,high
23,0.8222672064777328,0.8163387000596303,0.7368421052631579,1.0,0.0,ecoli,hgb,29,oracle_deletion,high
23,0.8331983805668016,0.8095238095238095,0.7894736842105263,0.5217391304347826,0.0,ecoli,hgb,29,crcc_p_l0,high
23,0.8331983805668016,0.8095238095238095,0.7894736842105263,0.5217391304347826,0.0,ecoli,hgb,29,crcc_p_l025,high
23,0.8331983805668016,0.8095238095238095,0.7894736842105263,0.5217391304347826,0.0,ecoli,hgb,29,crcc_p_l05,high
23,0.8331983805668016,0.8095238095238095,0.7894736842105263,0.5217391304347826,0.0,ecoli,hgb,29,crcc_p_l10,high
23,0.791497975708502,0.7655813953488373,0.7368421052631579,0.391304347826087,0.0,ecoli,hgb,29,crcc_m,high
0,0.6194331983805668,0.6347826086956522,0.3157894736842105,0.0,0.0,ecoli,hgb,47,no_cleaning,high
23,0.6566801619433198,0.6681299385425812,0.42105263157894735,0.17391304347826086,0.043478260869565216,ecoli,hgb,47,random_deletion,high
23,0.6008097165991902,0.6142857142857143,0.2631578947368421,0.7391304347826086,0.21739130434782608,ecoli,hgb,47,global_top_loss,high
23,0.7497975708502025,0.7228739002932552,0.6842105263157895,0.391304347826087,0.17391304347826086,ecoli,hgb,47,class_proportional,high
23,0.7137651821862349,0.7428773251707088,0.47368421052631576,1.0,0.0,ecoli,hgb,47,oracle_deletion,high
23,0.7497975708502025,0.7228739002932552,0.6842105263157895,0.391304347826087,0.17391304347826086,ecoli,hgb,47,crcc_p_l0,high
23,0.7497975708502025,0.7228739002932552,0.6842105263157895,0.391304347826087,0.17391304347826086,ecoli,hgb,47,crcc_p_l025,high
23,0.7497975708502025,0.7228739002932552,0.6842105263157895,0.391304347826087,0.17391304347826086,ecoli,hgb,47,crcc_p_l05,high
23,0.7497975708502025,0.7228739002932552,0.6842105263157895,0.391304347826087,0.17391304347826086,ecoli,hgb,47,crcc_p_l10,high
23,0.7497975708502025,0.7228739002932552,0.6842105263157895,0.30434782608695654,0.08695652173913043,ecoli,hgb,47,crcc_m,high
0,0.5064777327935223,0.4925137903861308,0.10526315789473684,0.0,0.0,ecoli,hgb,61,no_cleaning,high
23,0.4834008097165992,0.47246376811594204,0.10526315789473684,0.08695652173913043,0.08695652173913043,ecoli,hgb,61,random_deletion,high
23,0.5327935222672064,0.5285714285714286,0.15789473684210525,0.6521739130434783,0.30434782608695654,ecoli,hgb,61,global_top_loss,high
23,0.5578947368421052,0.5578947368421052,0.3157894736842105,0.391304347826087,0.08695652173913043,ecoli,hgb,61,class_proportional,high
23,0.5854251012145749,0.5942028985507246,0.2631578947368421,1.0,0.0,ecoli,hgb,61,oracle_deletion,high
23,0.5578947368421052,0.5578947368421052,0.3157894736842105,0.391304347826087,0.08695652173913043,ecoli,hgb,61,crcc_p_l0,high
23,0.5578947368421052,0.5578947368421052,0.3157894736842105,0.391304347826087,0.08695652173913043,ecoli,hgb,61,crcc_p_l025,high
23,0.5578947368421052,0.5578947368421052,0.3157894736842105,0.391304347826087,0.08695652173913043,ecoli,hgb,61,crcc_p_l05,high
23,0.5578947368421052,0.5578947368421052,0.3157894736842105,0.391304347826087,0.08695652173913043,ecoli,hgb,61,crcc_p_l10,high
23,0.6291497975708502,0.6190476190476191,0.47368421052631576,0.30434782608695654,0.043478260869565216,ecoli,hgb,61,crcc_m,high
0,0.7202429149797571,0.716159809183065,0.5789473684210527,0.0,0.0,ecoli,hgb,83,no_cleaning,high
23,0.6862348178137652,0.6827668455575432,0.5263157894736842,0.2608695652173913,0.21739130434782608,ecoli,hgb,83,random_deletion,high
23,0.7016194331983805,0.7053847740870642,0.5263157894736842,0.8695652173913043,0.13043478260869565,ecoli,hgb,83,global_top_loss,high
23,0.7530364372469636,0.7083333333333334,0.7368421052631579,0.43478260869565216,0.043478260869565216,ecoli,hgb,83,class_proportional,high
23,0.8595141700404858,0.8280930232558139,0.8421052631578947,1.0,0.0,ecoli,hgb,83,oracle_deletion,high
23,0.7530364372469636,0.7083333333333334,0.7368421052631579,0.43478260869565216,0.043478260869565216,ecoli,hgb,83,crcc_p_l0,high
23,0.7530364372469636,0.7083333333333334,0.7368421052631579,0.43478260869565216,0.043478260869565216,ecoli,hgb,83,crcc_p_l025,high
23,0.7530364372469636,0.7083333333333334,0.7368421052631579,0.43478260869565216,0.043478260869565216,ecoli,hgb,83,crcc_p_l05,high
23,0.7530364372469636,0.7083333333333334,0.7368421052631579,0.43478260869565216,0.043478260869565216,ecoli,hgb,83,crcc_p_l10,high
23,0.7376518218623482,0.6867796610169492,0.7368421052631579,0.30434782608695654,0.043478260869565216,ecoli,hgb,83,crcc_m,high
0,0.5037878787878788,0.42219530589391413,0.007575757575757576,0.0,0.0,phoneme,lr,13,no_cleaning,high
337,0.5025252525252525,0.4195216534059185,0.005050505050505051,0.21364985163204747,0.11275964391691394,phoneme,lr,13,random_deletion,high
337,0.5432056163731556,0.5120196982979559,0.11363636363636363,0.8753709198813057,0.12462908011869436,phoneme,lr,13,global_top_loss,high
337,0.6445832672272462,0.6572437516428009,0.3813131313131313,0.4421364985163205,0.0,phoneme,lr,13,class_proportional,high
337,0.5113636363636364,0.43798190876989307,0.022727272727272728,1.0,0.0,phoneme,lr,13,oracle_deletion,high
337,0.6445832672272462,0.6572437516428009,0.3813131313131313,0.4421364985163205,0.0,phoneme,lr,13,crcc_p_l0,high
337,0.6445832672272462,0.6572437516428009,0.3813131313131313,0.4421364985163205,0.0,phoneme,lr,13,crcc_p_l025,high
337,0.6445832672272462,0.6572437516428009,0.3813131313131313,0.4421364985163205,0.0,phoneme,lr,13,crcc_p_l05,high
337,0.6445832672272462,0.6572437516428009,0.3813131313131313,0.4421364985163205,0.0,phoneme,lr,13,crcc_p_l10,high
337,0.6559773123909249,0.6685340830671684,0.4166666666666667,0.3323442136498516,0.0,phoneme,lr,13,crcc_m,high
0,0.5,0.413882863340564,0.0,0.0,0.0,phoneme,lr,29,no_cleaning,high
337,0.5,0.413882863340564,0.0,0.2314540059347181,0.06528189910979229,phoneme,lr,29,random_deletion,high
337,0.5316115626105646,0.494335762052101,0.09571788413098237,0.9376854599406528,0.06231454005934718,phoneme,lr,29,global_top_loss,high
337,0.6703077061187417,0.682147929609016,0.45591939546599497,0.43026706231454004,0.005934718100890208,phoneme,lr,29,class_proportional,high
337,0.5012594458438288,0.41657506281407036,0.0025188916876574307,1.0,0.0,phoneme,lr,29,oracle_deletion,high
337,0.6703077061187417,0.682147929609016,0.45591939546599497,0.43026706231454004,0.005934718100890208,phoneme,lr,29,crcc_p_l0,high
337,0.6703077061187417,0.682147929609016,0.45591939546599497,0.43026706231454004,0.005934718100890208,phoneme,lr,29,crcc_p_l025,high
337,0.6703077061187417,0.682147929609016,0.45591939546599497,0.43026706231454004,0.005934718100890208,phoneme,lr,29,crcc_p_l05,high
337,0.6703077061187417,0.682147929609016,0.45591939546599497,0.43026706231454004,0.005934718100890208,phoneme,lr,29,crcc_p_l10,high
337,0.691092523063437,0.7018221536825613,0.5037783375314862,0.3323442136498516,0.0,phoneme,lr,29,crcc_m,high
0,0.5,0.413882863340564,0.0,0.0,0.0,phoneme,lr,47,no_cleaning,high
337,0.5,0.413882863340564,0.0,0.2344213649851632,0.08902077151335312,phoneme,lr,47,random_deletion,high
337,0.5354836324847255,0.4928865502083406,0.08564231738035265,0.9080118694362018,0.09198813056379822,phoneme,lr,47,global_top_loss,high
337,0.6347065781622124,0.6465717652552756,0.3501259445843829,0.41839762611275966,0.01483679525222552,phoneme,lr,47,class_proportional,high
337,0.5,0.413882863340564,0.0,1.0,0.0,phoneme,lr,47,oracle_deletion,high
337,0.6347065781622124,0.6465717652552756,0.3501259445843829,0.41839762611275966,0.01483679525222552,phoneme,lr,47,crcc_p_l0,high
337,0.6347065781622124,0.6465717652552756,0.3501259445843829,0.41839762611275966,0.01483679525222552,phoneme,lr,47,crcc_p_l025,high
337,0.6347065781622124,0.6465717652552756,0.3501259445843829,0.41839762611275966,0.01483679525222552,phoneme,lr,47,crcc_p_l05,high
337,0.6347065781622124,0.6465717652552756,0.3501259445843829,0.41839762611275966,0.01483679525222552,phoneme,lr,47,crcc_p_l10,high
337,0.6432256599549029,0.6544530957238622,0.3954659949622166,0.3293768545994065,0.008902077151335312,phoneme,lr,47,crcc_m,high
0,0.5,0.413882863340564,0.0,0.0,0.0,phoneme,lr,61,no_cleaning,high
337,0.5,0.413882863340564,0.0,0.2522255192878338,0.08605341246290801,phoneme,lr,61,random_deletion,high
337,0.5515435472543024,0.5221996753246754,0.12090680100755667,0.9050445103857567,0.09495548961424333,phoneme,lr,61,global_top_loss,high
337,0.657494098822933,0.6705250447599618,0.4156171284634761,0.42729970326409494,0.008902077151335312,phoneme,lr,61,class_proportional,high
337,0.5,0.413882863340564,0.0,1.0,0.0,phoneme,lr,61,oracle_deletion,high
337,0.657494098822933,0.6705250447599618,0.4156171284634761,0.42729970326409494,0.008902077151335312,phoneme,lr,61,crcc_p_l0,high
337,0.657494098822933,0.6705250447599618,0.4156171284634761,0.42729970326409494,0.008902077151335312,phoneme,lr,61,crcc_p_l025,high
337,0.657494098822933,0.6705250447599618,0.4156171284634761,0.42729970326409494,0.008902077151335312,phoneme,lr,61,crcc_p_l05,high
337,0.657494098822933,0.6705250447599618,0.4156171284634761,0.42729970326409494,0.008902077151335312,phoneme,lr,61,crcc_p_l10,high
337,0.6683129234457593,0.6802528869572141,0.4508816120906801,0.3293768545994065,0.005934718100890208,phoneme,lr,61,crcc_m,high
0,0.5,0.4141370338248049,0.0,0.0,0.0,phoneme,lr,83,no_cleaning,high
337,0.5,0.4141370338248049,0.0,0.2314540059347181,0.0830860534124629,phoneme,lr,83,random_deletion,high
337,0.5290708128404463,0.4803719928419314,0.0707070707070707,0.9169139465875371,0.0830860534124629,phoneme,lr,83,global_top_loss,high
337,0.6399029562642128,0.6530962781771625,0.351010101010101,0.41839762611275966,0.005934718100890208,phoneme,lr,83,class_proportional,high
337,0.5,0.4141370338248049,0.0,1.0,0.0,phoneme,lr,83,oracle_deletion,high
337,0.6399029562642128,0.6530962781771625,0.351010101010101,0.41839762611275966,0.005934718100890208,phoneme,lr,83,crcc_p_l0,high
337,0.6399029562642128,0.6530962781771625,0.351010101010101,0.41839762611275966,0.005934718100890208,phoneme,lr,83,crcc_p_l025,high
337,0.6399029562642128,0.6530962781771625,0.351010101010101,0.41839762611275966,0.005934718100890208,phoneme,lr,83,crcc_p_l05,high
337,0.6399029562642128,0.6530962781771625,0.351010101010101,0.41839762611275966,0.005934718100890208,phoneme,lr,83,crcc_p_l10,high
337,0.6399333650642551,0.6525270366583,0.36363636363636365,0.31750741839762614,0.002967359050445104,phoneme,lr,83,crcc_m,high
0,0.6300795917288065,0.6416422152943334,0.31565656565656564,0.0,0.0,phoneme,hgb,13,no_cleaning,high
337,0.6296485800412502,0.6411041223913302,0.3106060606060606,0.21364985163204747,0.11275964391691394,phoneme,hgb,13,random_deletion,high
337,0.6293101168755619,0.6405904740324861,0.3005050505050505,0.8308605341246291,0.16023738872403562,phoneme,hgb,13,global_top_loss,high
337,0.7100547358400762,0.7235782964437896,0.5227272727272727,0.4421364985163205,0.02967359050445104,phoneme,hgb,13,class_proportional,high
337,0.6783370352742081,0.7000427219920471,0.39646464646464646,1.0,0.0,phoneme,hgb,13,oracle_deletion,high
337,0.7100547358400762,0.7235782964437896,0.5227272727272727,0.4421364985163205,0.02967359050445104,phoneme,hgb,13,crcc_p_l0,high
337,0.7100547358400762,0.7235782964437896,0.5227272727272727,0.4421364985163205,0.02967359050445104,phoneme,hgb,13,crcc_p_l025,high
337,0.7100547358400762,0.7235782964437896,0.5227272727272727,0.4421364985163205,0.02967359050445104,phoneme,hgb,13,crcc_p_l05,high
337,0.7100547358400762,0.7235782964437896,0.5227272727272727,0.4421364985163205,0.02967359050445104,phoneme,hgb,13,crcc_p_l10,high
337,0.7209252207943307,0.73112968591692,0.5580808080808081,0.35014836795252224,0.020771513353115726,phoneme,hgb,13,crcc_m,high
0,0.6363726375489125,0.6491690161745066,0.33249370277078083,0.0,0.0,phoneme,hgb,29,no_cleaning,high
337,0.6514939087178999,0.666330088312862,0.37531486146095716,0.2314540059347181,0.06528189910979229,phoneme,hgb,29,random_deletion,high
337,0.6408783908665093,0.6549147258389878,0.32997481108312343,0.884272997032641,0.10385756676557864,phoneme,hgb,29,global_top_loss,high
337,0.6995020304273667,0.7060616095326192,0.5415617128463476,0.47181008902077154,0.026706231454005934,phoneme,hgb,29,class_proportional,high
337,0.6739368640062524,0.6943185656832189,0.3929471032745592,1.0,0.0,phoneme,hgb,29,oracle_deletion,high
337,0.6995020304273667,0.7060616095326192,0.5415617128463476,0.47181008902077154,0.026706231454005934,phoneme,hgb,29,crcc_p_l0,high
337,0.6995020304273667,0.7060616095326192,0.5415617128463476,0.47181008902077154,0.026706231454005934,phoneme,hgb,29,crcc_p_l025,high
337,0.6995020304273667,0.7060616095326192,0.5415617128463476,0.47181008902077154,0.026706231454005934,phoneme,hgb,29,crcc_p_l05,high
337,0.6995020304273667,0.7060616095326192,0.5415617128463476,0.47181008902077154,0.026706231454005934,phoneme,hgb,29,crcc_p_l10,high
337,0.7013951597146312,0.7066136790557782,0.5516372795969773,0.36795252225519287,0.011869436201780416,phoneme,hgb,29,crcc_m,high
0,0.6478013824860458,0.6635826236171732,0.33753148614609574,0.0,0.0,phoneme,hgb,47,no_cleaning,high
337,0.6421378367103381,0.6564575540156579,0.33249370277078083,0.2344213649851632,0.08902077151335312,phoneme,hgb,47,random_deletion,high
337,0.6232461490529073,0.6328314659197012,0.2947103274559194,0.8516320474777448,0.142433234421365,phoneme,hgb,47,global_top_loss,high
337,0.7347427509254418,0.7464503863394554,0.5743073047858942,0.5014836795252225,0.02373887240356083,phoneme,hgb,47,class_proportional,high
337,0.6930318584351187,0.717261684511234,0.42065491183879095,1.0,0.0,phoneme,hgb,47,oracle_deletion,high
337,0.7347427509254418,0.7464503863394554,0.5743073047858942,0.5014836795252225,0.02373887240356083,phoneme,hgb,47,crcc_p_l0,high
337,0.7347427509254418,0.7464503863394554,0.5743073047858942,0.5014836795252225,0.02373887240356083,phoneme,hgb,47,crcc_p_l025,high
337,0.7347427509254418,0.7464503863394554,0.5743073047858942,0.5014836795252225,0.02373887240356083,phoneme,hgb,47,crcc_p_l05,high
337,0.7347427509254418,0.7464503863394554,0.5743073047858942,0.5014836795252225,0.02373887240356083,phoneme,hgb,47,crcc_p_l10,high
337,0.7362213456267921,0.7444612575864735,0.5919395465994962,0.4094955489614243,0.01483679525222552,phoneme,hgb,47,crcc_m,high
0,0.6192486626638996,0.6269833692440683,0.27204030226700254,0.0,0.0,phoneme,hgb,61,no_cleaning,high
337,0.639407717208202,0.6531450577663671,0.3249370277078086,0.2522255192878338,0.08605341246290801,phoneme,hgb,61,random_deletion,high
337,0.6049802237958695,0.6083906399852056,0.2518891687657431,0.8249258160237388,0.16913946587537093,phoneme,hgb,61,global_top_loss,high
337,0.7136371317375072,0.729664344201603,0.5163727959697733,0.4421364985163205,0.026706231454005934,phoneme,hgb,61,class_proportional,high
337,0.6648936731988868,0.685813953488372,0.34760705289672544,1.0,0.0,phoneme,hgb,61,oracle_deletion,high
337,0.7136371317375072,0.729664344201603,0.5163727959697733,0.4421364985163205,0.026706231454005934,phoneme,hgb,61,crcc_p_l0,high
337,0.7136371317375072,0.729664344201603,0.5163727959697733,0.4421364985163205,0.026706231454005934,phoneme,hgb,61,crcc_p_l025,high
337,0.7136371317375072,0.729664344201603,0.5163727959697733,0.4421364985163205,0.026706231454005934,phoneme,hgb,61,crcc_p_l05,high
337,0.7136371317375072,0.729664344201603,0.5163727959697733,0.4421364985163205,0.026706231454005934,phoneme,hgb,61,crcc_p_l10,high
337,0.7154286076390539,0.7291453385203386,0.5314861460957179,0.3649851632047478,0.011869436201780416,phoneme,hgb,61,crcc_m,high
0,0.6484650166587339,0.6644419251473666,0.3409090909090909,0.0,0.0,phoneme,hgb,83,no_cleaning,high
337,0.6275543392035539,0.6385091434387209,0.3106060606060606,0.2314540059347181,0.0830860534124629,phoneme,hgb,83,random_deletion,high
337,0.6522224866465705,0.669562756639122,0.33585858585858586,0.827893175074184,0.1572700296735905,phoneme,hgb,83,global_top_loss,high
337,0.7309958220952986,0.7432129989472407,0.5656565656565656,0.45103857566765576,0.01483679525222552,phoneme,hgb,83,class_proportional,high
337,0.7066079644613676,0.7338228314581647,0.4393939393939394,1.0,0.0,phoneme,hgb,83,oracle_deletion,high
337,0.7309958220952986,0.7432129989472407,0.5656565656565656,0.45103857566765576,0.01483679525222552,phoneme,hgb,83,crcc_p_l0,high
337,0.7309958220952986,0.7432129989472407,0.5656565656565656,0.45103857566765576,0.01483679525222552,phoneme,hgb,83,crcc_p_l025,high
337,0.7309958220952986,0.7432129989472407,0.5656565656565656,0.45103857566765576,0.01483679525222552,phoneme,hgb,83,crcc_p_l05,high
337,0.7309958220952986,0.7432129989472407,0.5656565656565656,0.45103857566765576,0.01483679525222552,phoneme,hgb,83,crcc_p_l10,high
337,0.7262837802104818,0.7367703218767049,0.5656565656565656,0.35014836795252224,0.011869436201780416,phoneme,hgb,83,crcc_m,high
