deleted,balanced_accuracy,macro_f1,minority_recall,noise_precision_deleted,clean_minority_deletion_rate,dataset,model,seed,method,noise_level
109,0.7281597038603913,0.7613051470588235,0.4918032786885246,0.6055045871559633,0.3211009174311927,yeast,hgb,13,global_top_loss,medium
109,0.7452141723955579,0.7267772977219167,0.6065573770491803,0.28440366972477066,0.01834862385321101,yeast,hgb,13,class_proportional,medium
109,0.7528820729772607,0.7722334061478278,0.5573770491803278,1.0,0.0,yeast,hgb,13,oracle_deletion,medium
109,0.7452141723955579,0.7267772977219167,0.6065573770491803,0.28440366972477066,0.01834862385321101,yeast,hgb,13,crcc_p_l0,medium
109,0.7452141723955579,0.7267772977219167,0.6065573770491803,0.28440366972477066,0.01834862385321101,yeast,hgb,13,crcc_p_l025,medium
109,0.7452141723955579,0.7267772977219167,0.6065573770491803,0.28440366972477066,0.01834862385321101,yeast,hgb,13,crcc_p_l05,medium
109,0.7452141723955579,0.7267772977219167,0.6065573770491803,0.28440366972477066,0.01834862385321101,yeast,hgb,13,crcc_p_l10,medium
109,0.7503172924378636,0.718470177568675,0.639344262295082,0.2018348623853211,0.0,yeast,hgb,13,crcc_m,medium
0,0.6543892120571126,0.6865152343555843,0.3442622950819672,0.0,0.0,yeast,hgb,29,no_cleaning,medium
109,0.6887890005288207,0.724812951496388,0.4098360655737705,0.14678899082568808,0.10091743119266056,yeast,hgb,29,random_deletion,medium
109,0.6476731887890006,0.6877607664070194,0.3114754098360656,0.6146788990825688,0.3577981651376147,yeast,hgb,29,global_top_loss,medium
109,0.7268112109994712,0.7375910131058873,0.5245901639344263,0.30275229357798167,0.06422018348623854,yeast,hgb,29,class_proportional,medium
109,0.7050502379693284,0.7518394648829432,0.4262295081967213,1.0,0.0,yeast,hgb,29,oracle_deletion,medium
109,0.7268112109994712,0.7375910131058873,0.5245901639344263,0.30275229357798167,0.06422018348623854,yeast,hgb,29,crcc_p_l0,medium
109,0.7268112109994712,0.7375910131058873,0.5245901639344263,0.30275229357798167,0.06422018348623854,yeast,hgb,29,crcc_p_l025,medium
109,0.7268112109994712,0.7375910131058873,0.5245901639344263,0.30275229357798167,0.06422018348623854,yeast,hgb,29,crcc_p_l05,medium
109,0.7268112109994712,0.7375910131058873,0.5245901639344263,0.30275229357798167,0.06422018348623854,yeast,hgb,29,crcc_p_l10,medium
109,0.7399788471708091,0.7447833065810594,0.5573770491803278,0.24770642201834864,0.01834862385321101,yeast,hgb,29,crcc_m,medium
0,0.6397408778424114,0.6649896800825593,0.32786885245901637,0.0,0.0,yeast,hgb,47,no_cleaning,medium
109,0.6233474352194606,0.6467362752823747,0.29508196721311475,0.1651376146788991,0.11009174311926606,yeast,hgb,47,random_deletion,medium
109,0.6625859333685881,0.6954623062779091,0.36065573770491804,0.6972477064220184,0.24770642201834864,yeast,hgb,47,global_top_loss,medium
109,0.7007403490216817,0.7047493154565196,0.4918032786885246,0.3486238532110092,0.009174311926605505,yeast,hgb,47,class_proportional,medium
109,0.6741406663141195,0.7027663886139781,0.39344262295081966,1.0,0.0,yeast,hgb,47,oracle_deletion,medium
109,0.7007403490216817,0.7047493154565196,0.4918032786885246,0.3486238532110092,0.009174311926605505,yeast,hgb,47,crcc_p_l0,medium
109,0.7007403490216817,0.7047493154565196,0.4918032786885246,0.3486238532110092,0.009174311926605505,yeast,hgb,47,crcc_p_l025,medium
109,0.7007403490216817,0.7047493154565196,0.4918032786885246,0.3486238532110092,0.009174311926605505,yeast,hgb,47,crcc_p_l05,medium
109,0.7007403490216817,0.7047493154565196,0.4918032786885246,0.3486238532110092,0.009174311926605505,yeast,hgb,47,crcc_p_l10,medium
109,0.6879693283976732,0.6747904243367038,0.5081967213114754,0.25688073394495414,0.0,yeast,hgb,47,crcc_m,medium
0,0.6316763617133792,0.650437898704067,0.32786885245901637,0.0,0.0,yeast,hgb,61,no_cleaning,medium
109,0.644711792702274,0.6677977284509167,0.3442622950819672,0.12844036697247707,0.1926605504587156,yeast,hgb,61,random_deletion,medium
109,0.6641988365943945,0.6988087545769339,0.36065573770491804,0.6422018348623854,0.29357798165137616,yeast,hgb,61,global_top_loss,medium
109,0.6942887361184558,0.6930139091374758,0.4918032786885246,0.27522935779816515,0.045871559633027525,yeast,hgb,61,class_proportional,medium
109,0.6643310417768377,0.6911101685596243,0.3770491803278688,1.0,0.0,yeast,hgb,61,oracle_deletion,medium
109,0.6942887361184558,0.6930139091374758,0.4918032786885246,0.27522935779816515,0.045871559633027525,yeast,hgb,61,crcc_p_l0,medium
109,0.6942887361184558,0.6930139091374758,0.4918032786885246,0.27522935779816515,0.045871559633027525,yeast,hgb,61,crcc_p_l025,medium
109,0.6942887361184558,0.6930139091374758,0.4918032786885246,0.27522935779816515,0.045871559633027525,yeast,hgb,61,crcc_p_l05,medium
109,0.6942887361184558,0.6930139091374758,0.4918032786885246,0.27522935779816515,0.045871559633027525,yeast,hgb,61,crcc_p_l10,medium
109,0.7352723426758329,0.7262062296416938,0.5737704918032787,0.22018348623853212,0.009174311926605505,yeast,hgb,61,crcc_m,medium
0,0.6496827075621364,0.670373774509804,0.36065573770491804,0.0,0.0,yeast,hgb,83,no_cleaning,medium
109,0.6529085140137494,0.6763862928348909,0.36065573770491804,0.13761467889908258,0.11009174311926606,yeast,hgb,83,random_deletion,medium
109,0.6460602855631941,0.684344866704481,0.3114754098360656,0.5963302752293578,0.3669724770642202,yeast,hgb,83,global_top_loss,medium
109,0.6780274986779482,0.6722488957173036,0.47540983606557374,0.26605504587155965,0.03669724770642202,yeast,hgb,83,class_proportional,medium
109,0.6905341089370703,0.719204213713103,0.4262295081967213,1.0,0.0,yeast,hgb,83,oracle_deletion,medium
109,0.6780274986779482,0.6722488957173036,0.47540983606557374,0.26605504587155965,0.03669724770642202,yeast,hgb,83,crcc_p_l0,medium
109,0.6780274986779482,0.6722488957173036,0.47540983606557374,0.26605504587155965,0.03669724770642202,yeast,hgb,83,crcc_p_l025,medium
109,0.6780274986779482,0.6722488957173036,0.47540983606557374,0.26605504587155965,0.03669724770642202,yeast,hgb,83,crcc_p_l05,medium
109,0.6780274986779482,0.6722488957173036,0.47540983606557374,0.26605504587155965,0.03669724770642202,yeast,hgb,83,crcc_p_l10,medium
109,0.6780274986779482,0.6722488957173036,0.47540983606557374,0.2018348623853211,0.009174311926605505,yeast,hgb,83,crcc_m,medium
0,0.631578947368421,0.6597222222222222,0.2631578947368421,0.0,0.0,ecoli,lr,13,no_cleaning,medium
23,0.6502024291497976,0.6814734561213435,0.3157894736842105,0.0,0.08695652173913043,ecoli,lr,13,random_deletion,medium
23,0.6502024291497976,0.6814734561213435,0.3157894736842105,0.8695652173913043,0.13043478260869565,ecoli,lr,13,global_top_loss,medium
23,0.7959514170040486,0.7959514170040486,0.6842105263157895,0.4782608695652174,0.0,ecoli,lr,13,class_proportional,medium
23,0.7850202429149797,0.8015037593984962,0.631578947368421,1.0,0.0,ecoli,lr,13,oracle_deletion,medium
23,0.7959514170040486,0.7959514170040486,0.6842105263157895,0.4782608695652174,0.0,ecoli,lr,13,crcc_p_l0,medium
23,0.7959514170040486,0.7959514170040486,0.6842105263157895,0.4782608695652174,0.0,ecoli,lr,13,crcc_p_l025,medium
23,0.7959514170040486,0.7959514170040486,0.6842105263157895,0.4782608695652174,0.0,ecoli,lr,13,crcc_p_l05,medium
23,0.7959514170040486,0.7959514170040486,0.6842105263157895,0.4782608695652174,0.0,ecoli,lr,13,crcc_p_l10,medium
23,0.7959514170040486,0.7959514170040486,0.6842105263157895,0.34782608695652173,0.0,ecoli,lr,13,crcc_m,medium
0,0.8080971659919028,0.8455882352941176,0.631578947368421,0.0,0.0,ecoli,lr,29,no_cleaning,medium
23,0.8190283400809717,0.837593984962406,0.6842105263157895,0.08695652173913043,0.08695652173913043,ecoli,lr,29,random_deletion,medium
23,0.8157894736842105,0.8615493289380739,0.631578947368421,0.6086956521739131,0.391304347826087,ecoli,lr,29,global_top_loss,medium
23,0.8331983805668016,0.8095238095238095,0.7894736842105263,0.34782608695652173,0.0,ecoli,lr,29,class_proportional,medium
17,0.8793522267206477,0.893939393939394,0.7894736842105263,1.0,0.0,ecoli,lr,29,oracle_deletion,medium
23,0.8331983805668016,0.8095238095238095,0.7894736842105263,0.34782608695652173,0.0,ecoli,lr,29,crcc_p_l0,medium
23,0.8331983805668016,0.8095238095238095,0.7894736842105263,0.34782608695652173,0.0,ecoli,lr,29,crcc_p_l025,medium
23,0.8331983805668016,0.8095238095238095,0.7894736842105263,0.34782608695652173,0.0,ecoli,lr,29,crcc_p_l05,medium
23,0.8331983805668016,0.8095238095238095,0.7894736842105263,0.34782608695652173,0.0,ecoli,lr,29,crcc_p_l10,medium
23,0.825506072874494,0.7968372093023256,0.7894736842105263,0.21739130434782608,0.0,ecoli,lr,29,crcc_m,medium
0,0.8157894736842105,0.8615493289380739,0.631578947368421,0.0,0.0,ecoli,lr,47,no_cleaning,medium
23,0.8157894736842105,0.8615493289380739,0.631578947368421,0.13043478260869565,0.043478260869565216,ecoli,lr,47,random_deletion,medium
23,0.834412955465587,0.868013468013468,0.6842105263157895,0.9130434782608695,0.08695652173913043,ecoli,lr,47,global_top_loss,medium
23,0.8748987854251011,0.8548108315728826,0.8421052631578947,0.43478260869565216,0.0,ecoli,lr,47,class_proportional,medium
23,0.8870445344129555,0.9097744360902256,0.7894736842105263,1.0,0.0,ecoli,lr,47,oracle_deletion,medium
23,0.8748987854251011,0.8548108315728826,0.8421052631578947,0.43478260869565216,0.0,ecoli,lr,47,crcc_p_l0,medium
23,0.8748987854251011,0.8548108315728826,0.8421052631578947,0.43478260869565216,0.0,ecoli,lr,47,crcc_p_l025,medium
23,0.8748987854251011,0.8548108315728826,0.8421052631578947,0.43478260869565216,0.0,ecoli,lr,47,crcc_p_l05,medium
23,0.8748987854251011,0.8548108315728826,0.8421052631578947,0.43478260869565216,0.0,ecoli,lr,47,crcc_p_l10,medium
23,0.8748987854251011,0.8548108315728826,0.8421052631578947,0.30434782608695654,0.0,ecoli,lr,47,crcc_m,medium
0,0.8793522267206477,0.893939393939394,0.7894736842105263,0.0,0.0,ecoli,lr,61,no_cleaning,medium
23,0.8793522267206477,0.893939393939394,0.7894736842105263,0.043478260869565216,0.08695652173913043,ecoli,lr,61,random_deletion,medium
23,0.8639676113360324,0.8639676113360324,0.7894736842105263,0.8695652173913043,0.13043478260869565,ecoli,lr,61,global_top_loss,medium
23,0.8550607287449392,0.7958333333333334,0.8947368421052632,0.34782608695652173,0.043478260869565216,ecoli,lr,61,class_proportional,medium
23,0.8748987854251011,0.8548108315728826,0.8421052631578947,1.0,0.0,ecoli,lr,61,oracle_deletion,medium
23,0.8550607287449392,0.7958333333333334,0.8947368421052632,0.34782608695652173,0.043478260869565216,ecoli,lr,61,crcc_p_l0,medium
23,0.8550607287449392,0.7958333333333334,0.8947368421052632,0.34782608695652173,0.043478260869565216,ecoli,lr,61,crcc_p_l025,medium
23,0.8550607287449392,0.7958333333333334,0.8947368421052632,0.34782608695652173,0.043478260869565216,ecoli,lr,61,crcc_p_l05,medium
23,0.8550607287449392,0.7958333333333334,0.8947368421052632,0.34782608695652173,0.043478260869565216,ecoli,lr,61,crcc_p_l10,medium
23,0.862753036437247,0.8079831193951117,0.8947368421052632,0.21739130434782608,0.043478260869565216,ecoli,lr,61,crcc_m,medium
0,0.6238866396761134,0.6475524475524476,0.2631578947368421,0.0,0.0,ecoli,lr,83,no_cleaning,medium
23,0.6052631578947368,0.6221889055472264,0.21052631578947367,0.08695652173913043,0.30434782608695654,ecoli,lr,83,random_deletion,medium
23,0.6238866396761134,0.6475524475524476,0.2631578947368421,0.7391304347826086,0.2608695652173913,ecoli,lr,83,global_top_loss,medium
23,0.7850202429149797,0.8015037593984962,0.631578947368421,0.43478260869565216,0.0,ecoli,lr,83,class_proportional,medium
23,0.7214574898785425,0.7565217391304347,0.47368421052631576,1.0,0.0,ecoli,lr,83,oracle_deletion,medium
23,0.7850202429149797,0.8015037593984962,0.631578947368421,0.43478260869565216,0.0,ecoli,lr,83,crcc_p_l0,medium
23,0.7850202429149797,0.8015037593984962,0.631578947368421,0.43478260869565216,0.0,ecoli,lr,83,crcc_p_l025,medium
23,0.7850202429149797,0.8015037593984962,0.631578947368421,0.43478260869565216,0.0,ecoli,lr,83,crcc_p_l05,medium
23,0.7850202429149797,0.8015037593984962,0.631578947368421,0.43478260869565216,0.0,ecoli,lr,83,crcc_p_l10,medium
23,0.8036437246963564,0.8093666185269239,0.6842105263157895,0.30434782608695654,0.0,ecoli,lr,83,crcc_m,medium
0,0.6874493927125507,0.7159420289855072,0.42105263157894735,0.0,0.0,ecoli,hgb,13,no_cleaning,medium
23,0.7060728744939271,0.7297794117647058,0.47368421052631576,0.0,0.08695652173913043,ecoli,hgb,13,random_deletion,medium
23,0.6271255060728744,0.6457454725874473,0.3157894736842105,0.782608695652174,0.21739130434782608,ecoli,hgb,13,global_top_loss,medium
23,0.7093117408906883,0.7171717171717171,0.5263157894736842,0.391304347826087,0.0,ecoli,hgb,13,class_proportional,medium
23,0.7663967611336033,0.7925925925925925,0.5789473684210527,1.0,0.0,ecoli,hgb,13,oracle_deletion,medium
23,0.7093117408906883,0.7171717171717171,0.5263157894736842,0.391304347826087,0.0,ecoli,hgb,13,crcc_p_l0,medium
23,0.7093117408906883,0.7171717171717171,0.5263157894736842,0.391304347826087,0.0,ecoli,hgb,13,crcc_p_l025,medium
23,0.7093117408906883,0.7171717171717171,0.5263157894736842,0.391304347826087,0.0,ecoli,hgb,13,crcc_p_l05,medium
23,0.7093117408906883,0.7171717171717171,0.5263157894736842,0.391304347826087,0.0,ecoli,hgb,13,crcc_p_l10,medium
23,0.7093117408906883,0.7171717171717171,0.5263157894736842,0.2608695652173913,0.0,ecoli,hgb,13,crcc_m,medium
0,0.8190283400809717,0.837593984962406,0.6842105263157895,0.0,0.0,ecoli,hgb,29,no_cleaning,medium
23,0.8145748987854251,0.803125,0.7368421052631579,0.08695652173913043,0.08695652173913043,ecoli,hgb,29,random_deletion,medium
23,0.8267206477732794,0.8525021949078139,0.6842105263157895,0.5652173913043478,0.34782608695652173,ecoli,hgb,29,global_top_loss,medium
23,0.8935222672064778,0.8593488372093023,0.8947368421052632,0.21739130434782608,0.043478260869565216,ecoli,hgb,29,class_proportional,medium
17,0.8825910931174089,0.86875,0.8421052631578947,1.0,0.0,ecoli,hgb,29,oracle_deletion,medium
23,0.8935222672064778,0.8593488372093023,0.8947368421052632,0.21739130434782608,0.043478260869565216,ecoli,hgb,29,crcc_p_l0,medium
23,0.8935222672064778,0.8593488372093023,0.8947368421052632,0.21739130434782608,0.043478260869565216,ecoli,hgb,29,crcc_p_l025,medium
23,0.8935222672064778,0.8593488372093023,0.8947368421052632,0.21739130434782608,0.043478260869565216,ecoli,hgb,29,crcc_p_l05,medium
23,0.8935222672064778,0.8593488372093023,0.8947368421052632,0.21739130434782608,0.043478260869565216,ecoli,hgb,29,crcc_p_l10,medium
23,0.8748987854251011,0.8548108315728826,0.8421052631578947,0.08695652173913043,0.043478260869565216,ecoli,hgb,29,crcc_m,medium
0,0.6797570850202429,0.703319990581587,0.42105263157894735,0.0,0.0,ecoli,hgb,47,no_cleaning,medium
23,0.6194331983805668,0.6347826086956522,0.3157894736842105,0.13043478260869565,0.043478260869565216,ecoli,hgb,47,random_deletion,medium
23,0.8299595141700404,0.8299595141700404,0.7368421052631579,0.8260869565217391,0.043478260869565216,ecoli,hgb,47,global_top_loss,medium
23,0.8518218623481781,0.81524926686217,0.8421052631578947,0.43478260869565216,0.0,ecoli,hgb,47,class_proportional,medium
23,0.8979757085020244,0.8979757085020244,0.8421052631578947,1.0,0.0,ecoli,hgb,47,oracle_deletion,medium
23,0.8518218623481781,0.81524926686217,0.8421052631578947,0.43478260869565216,0.0,ecoli,hgb,47,crcc_p_l0,medium
23,0.8518218623481781,0.81524926686217,0.8421052631578947,0.43478260869565216,0.0,ecoli,hgb,47,crcc_p_l025,medium
23,0.8518218623481781,0.81524926686217,0.8421052631578947,0.43478260869565216,0.0,ecoli,hgb,47,crcc_p_l05,medium
23,0.8518218623481781,0.81524926686217,0.8421052631578947,0.43478260869565216,0.0,ecoli,hgb,47,crcc_p_l10,medium
23,0.7991902834008098,0.7777777777777777,0.7368421052631579,0.30434782608695654,0.0,ecoli,hgb,47,crcc_m,medium
0,0.7246963562753037,0.7418788410886743,0.5263157894736842,0.0,0.0,ecoli,hgb,61,no_cleaning,medium
23,0.7093117408906883,0.7171717171717171,0.5263157894736842,0.043478260869565216,0.08695652173913043,ecoli,hgb,61,random_deletion,medium
23,0.7773279352226721,0.7878787878787878,0.631578947368421,0.6521739130434783,0.2608695652173913,ecoli,hgb,61,global_top_loss,medium
23,0.7465587044534413,0.7375,0.631578947368421,0.2608695652173913,0.043478260869565216,ecoli,hgb,61,class_proportional,medium
23,0.7510121457489879,0.7654135338345864,0.5789473684210527,1.0,0.0,ecoli,hgb,61,oracle_deletion,medium
23,0.7465587044534413,0.7375,0.631578947368421,0.2608695652173913,0.043478260869565216,ecoli,hgb,61,crcc_p_l0,medium
23,0.7465587044534413,0.7375,0.631578947368421,0.2608695652173913,0.043478260869565216,ecoli,hgb,61,crcc_p_l025,medium
23,0.7465587044534413,0.7375,0.631578947368421,0.2608695652173913,0.043478260869565216,ecoli,hgb,61,crcc_p_l05,medium
23,0.7465587044534413,0.7375,0.631578947368421,0.2608695652173913,0.043478260869565216,ecoli,hgb,61,crcc_p_l10,medium
23,0.7805668016194331,0.7703125,0.6842105263157895,0.17391304347826086,0.0,ecoli,hgb,61,crcc_m,medium
0,0.8639676113360324,0.8639676113360324,0.7894736842105263,0.0,0.0,ecoli,hgb,83,no_cleaning,medium
23,0.7137651821862349,0.7428773251707088,0.47368421052631576,0.08695652173913043,0.30434782608695654,ecoli,hgb,83,random_deletion,medium
23,0.8453441295546559,0.8585858585858586,0.7368421052631579,0.6521739130434783,0.21739130434782608,ecoli,hgb,83,global_top_loss,medium
23,0.9089068825910931,0.8870750912233532,0.8947368421052632,0.43478260869565216,0.0,ecoli,hgb,83,class_proportional,medium
23,0.905668016194332,0.9133484629667836,0.8421052631578947,1.0,0.0,ecoli,hgb,83,oracle_deletion,medium
23,0.9089068825910931,0.8870750912233532,0.8947368421052632,0.43478260869565216,0.0,ecoli,hgb,83,crcc_p_l0,medium
23,0.9089068825910931,0.8870750912233532,0.8947368421052632,0.43478260869565216,0.0,ecoli,hgb,83,crcc_p_l025,medium
23,0.9089068825910931,0.8870750912233532,0.8947368421052632,0.43478260869565216,0.0,ecoli,hgb,83,crcc_p_l05,medium
23,0.9089068825910931,0.8870750912233532,0.8947368421052632,0.43478260869565216,0.0,ecoli,hgb,83,crcc_p_l10,medium
23,0.9089068825910931,0.8870750912233532,0.8947368421052632,0.30434782608695654,0.0,ecoli,hgb,83,crcc_m,medium
0,0.5325202284626368,0.4816579618307384,0.06818181818181818,0.0,0.0,phoneme,lr,13,no_cleaning,medium
337,0.5305185361468083,0.47726751706660775,0.06313131313131314,0.08902077151335312,0.1394658753709199,phoneme,lr,13,random_deletion,medium
337,0.5513049341583374,0.5250912062020218,0.12878787878787878,0.5637982195845698,0.4362017804154303,phoneme,lr,13,global_top_loss,medium
337,0.645783753768047,0.6571676609384738,0.4015151515151515,0.27299703264094954,0.01483679525222552,phoneme,lr,13,class_proportional,medium
337,0.5432981648950236,0.5100705891478882,0.10858585858585859,1.0,0.0,phoneme,lr,13,oracle_deletion,medium
337,0.645783753768047,0.6571676609384738,0.4015151515151515,0.27299703264094954,0.01483679525222552,phoneme,lr,13,crcc_p_l0,medium
337,0.645783753768047,0.6571676609384738,0.4015151515151515,0.27299703264094954,0.01483679525222552,phoneme,lr,13,crcc_p_l025,medium
337,0.645783753768047,0.6571676609384738,0.4015151515151515,0.27299703264094954,0.01483679525222552,phoneme,lr,13,crcc_p_l05,medium
337,0.645783753768047,0.6571676609384738,0.4015151515151515,0.27299703264094954,0.01483679525222552,phoneme,lr,13,crcc_p_l10,medium
337,0.6597030514569782,0.6704478533983049,0.44191919191919193,0.19287833827893175,0.005934718100890208,phoneme,lr,13,crcc_m,medium
0,0.5113350125944585,0.4376727141655653,0.022670025188916875,0.0,0.0,phoneme,lr,29,no_cleaning,medium
337,0.5125944584382871,0.4402562990798285,0.02518891687657431,0.10979228486646884,0.09198813056379822,phoneme,lr,29,random_deletion,medium
337,0.5358123557710079,0.5031890908231513,0.10831234256926953,0.6676557863501483,0.3323442136498516,phoneme,lr,29,global_top_loss,medium
337,0.6737731624500314,0.6852204335186559,0.4659949622166247,0.27002967359050445,0.01483679525222552,phoneme,lr,29,class_proportional,medium
337,0.5309699581240858,0.48418535487501,0.07556675062972293,1.0,0.0,phoneme,lr,29,oracle_deletion,medium
337,0.6737731624500314,0.6852204335186559,0.4659949622166247,0.27002967359050445,0.01483679525222552,phoneme,lr,29,crcc_p_l0,medium
337,0.6737731624500314,0.6852204335186559,0.4659949622166247,0.27002967359050445,0.01483679525222552,phoneme,lr,29,crcc_p_l025,medium
337,0.6737731624500314,0.6852204335186559,0.4659949622166247,0.27002967359050445,0.01483679525222552,phoneme,lr,29,crcc_p_l05,medium
337,0.6737731624500314,0.6852204335186559,0.4659949622166247,0.27002967359050445,0.01483679525222552,phoneme,lr,29,crcc_p_l10,medium
337,0.6835358480004647,0.6944489937715577,0.48866498740554154,0.20178041543026706,0.002967359050445104,phoneme,lr,29,crcc_m,medium
0,0.5239294710327456,0.4629959115687462,0.04785894206549118,0.0,0.0,phoneme,lr,47,no_cleaning,medium
337,0.5239294710327456,0.4629959115687462,0.04785894206549118,0.10682492581602374,0.13056379821958458,phoneme,lr,47,random_deletion,medium
337,0.5594210245605141,0.538411926975637,0.14609571788413098,0.6439169139465876,0.3560830860534125,phoneme,lr,47,global_top_loss,medium
337,0.665168269357709,0.6762502329805462,0.4508816120906801,0.2522255192878338,0.026706231454005934,phoneme,lr,47,class_proportional,medium
337,0.5414679805036727,0.5049206734914637,0.10075566750629723,1.0,0.0,phoneme,lr,47,oracle_deletion,medium
337,0.665168269357709,0.6762502329805462,0.4508816120906801,0.2522255192878338,0.026706231454005934,phoneme,lr,47,crcc_p_l0,medium
337,0.665168269357709,0.6762502329805462,0.4508816120906801,0.2522255192878338,0.026706231454005934,phoneme,lr,47,crcc_p_l025,medium
337,0.665168269357709,0.6762502329805462,0.4508816120906801,0.2522255192878338,0.026706231454005934,phoneme,lr,47,crcc_p_l05,medium
337,0.665168269357709,0.6762502329805462,0.4508816120906801,0.2522255192878338,0.026706231454005934,phoneme,lr,47,crcc_p_l10,medium
337,0.6753534105370995,0.6854441886518188,0.47858942065491183,0.17210682492581603,0.01483679525222552,phoneme,lr,47,crcc_m,medium
0,0.5289672544080605,0.4728162430616418,0.05793450881612091,0.0,0.0,phoneme,lr,61,no_cleaning,medium
337,0.5151133501259446,0.44538869760949934,0.030226700251889168,0.10979228486646884,0.13353115727002968,phoneme,lr,61,random_deletion,medium
337,0.5655070259651791,0.5474720954079066,0.1561712846347607,0.6053412462908012,0.39465875370919884,phoneme,lr,61,global_top_loss,medium
337,0.6899426516483691,0.6994753630487702,0.5088161209068011,0.27299703264094954,0.02373887240356083,phoneme,lr,61,class_proportional,medium
337,0.54850054655197,0.5174537629912274,0.11586901763224182,1.0,0.0,phoneme,lr,61,oracle_deletion,medium
337,0.6899426516483691,0.6994753630487702,0.5088161209068011,0.27299703264094954,0.02373887240356083,phoneme,lr,61,crcc_p_l0,medium
337,0.6899426516483691,0.6994753630487702,0.5088161209068011,0.27299703264094954,0.02373887240356083,phoneme,lr,61,crcc_p_l025,medium
337,0.6899426516483691,0.6994753630487702,0.5088161209068011,0.27299703264094954,0.02373887240356083,phoneme,lr,61,crcc_p_l05,medium
337,0.6899426516483691,0.6994753630487702,0.5088161209068011,0.27299703264094954,0.02373887240356083,phoneme,lr,61,crcc_p_l10,medium
337,0.7076844678907318,0.7148335773066443,0.5516372795969773,0.18991097922848665,0.008902077151335312,phoneme,lr,61,crcc_m,medium
0,0.5025252525252525,0.4195216534059185,0.005050505050505051,0.0,0.0,phoneme,lr,83,no_cleaning,medium
337,0.5088383838383839,0.43276772617720294,0.017676767676767676,0.13353115727002968,0.10385756676557864,phoneme,lr,83,random_deletion,medium
337,0.5429901105293775,0.5108240115867,0.1111111111111111,0.6765578635014837,0.32344213649851633,phoneme,lr,83,global_top_loss,medium
337,0.6963813527949654,0.7098561523648632,0.49747474747474746,0.2818991097922849,0.008902077151335312,phoneme,lr,83,class_proportional,medium
337,0.5305185361468083,0.47726751706660775,0.06313131313131314,1.0,0.0,phoneme,lr,83,oracle_deletion,medium
337,0.6963813527949654,0.7098561523648632,0.49747474747474746,0.2818991097922849,0.008902077151335312,phoneme,lr,83,crcc_p_l0,medium
337,0.6963813527949654,0.7098561523648632,0.49747474747474746,0.2818991097922849,0.008902077151335312,phoneme,lr,83,crcc_p_l025,medium
337,0.6963813527949654,0.7098561523648632,0.49747474747474746,0.2818991097922849,0.008902077151335312,phoneme,lr,83,crcc_p_l05,medium
337,0.6963813527949654,0.7098561523648632,0.49747474747474746,0.2818991097922849,0.008902077151335312,phoneme,lr,83,crcc_p_l10,medium
337,0.7162753186313395,0.7284962102221404,0.5404040404040404,0.18694362017804153,0.005934718100890208,phoneme,lr,83,crcc_m,medium
0,0.7243151409381776,0.7505032410570832,0.48737373737373735,0.0,0.0,phoneme,hgb,13,no_cleaning,medium
337,0.7157848114654397,0.7421163143112026,0.4671717171717172,0.08902077151335312,0.1394658753709199,phoneme,hgb,13,random_deletion,medium
337,0.7067309217832778,0.7327145824219565,0.44696969696969696,0.6765578635014837,0.29376854599406527,phoneme,hgb,13,global_top_loss,medium
337,0.8010259664709927,0.8106675088887931,0.6868686868686869,0.36795252225519287,0.011869436201780416,phoneme,hgb,13,class_proportional,medium
337,0.76533529007351,0.7933693207377417,0.5631313131313131,1.0,0.0,phoneme,hgb,13,oracle_deletion,medium
337,0.8010259664709927,0.8106675088887931,0.6868686868686869,0.36795252225519287,0.011869436201780416,phoneme,hgb,13,crcc_p_l0,medium
337,0.8010259664709927,0.8106675088887931,0.6868686868686869,0.36795252225519287,0.011869436201780416,phoneme,hgb,13,crcc_p_l025,medium
337,0.8010259664709927,0.8106675088887931,0.6868686868686869,0.36795252225519287,0.011869436201780416,phoneme,hgb,13,crcc_p_l05,medium
337,0.8010259664709927,0.8106675088887931,0.6868686868686869,0.36795252225519287,0.011869436201780416,phoneme,hgb,13,crcc_p_l10,medium
337,0.7964064731080438,0.8054458057290432,0.6818181818181818,0.2818991097922849,0.002967359050445104,phoneme,hgb,13,crcc_m,medium
0,0.6952457899656227,0.7174165659570513,0.44080604534005036,0.0,0.0,phoneme,hgb,29,no_cleaning,medium
337,0.6960907012235371,0.7170442732220388,0.4508816120906801,0.10979228486646884,0.09198813056379822,phoneme,hgb,29,random_deletion,medium
337,0.6990162064540659,0.7234556470914267,0.4357682619647355,0.7270029673590505,0.2433234421364985,phoneme,hgb,29,global_top_loss,medium
337,0.7766173449719859,0.7847659845641861,0.654911838790932,0.3887240356083086,0.02373887240356083,phoneme,hgb,29,class_proportional,medium
337,0.7548542792114865,0.7805667811076937,0.5516372795969773,1.0,0.0,phoneme,hgb,29,oracle_deletion,medium
337,0.7766173449719859,0.7847659845641861,0.654911838790932,0.3887240356083086,0.02373887240356083,phoneme,hgb,29,crcc_p_l0,medium
337,0.7766173449719859,0.7847659845641861,0.654911838790932,0.3887240356083086,0.02373887240356083,phoneme,hgb,29,crcc_p_l025,medium
337,0.7766173449719859,0.7847659845641861,0.654911838790932,0.3887240356083086,0.02373887240356083,phoneme,hgb,29,crcc_p_l05,medium
