deleted,balanced_accuracy,macro_f1,minority_recall,noise_precision_deleted,clean_minority_deletion_rate,dataset,model,seed,method
0,0.6511044776119402,0.657485371771086,0.3582089552238806,0.0,0.0,pima,lr,83,no_cleaning
107,0.6511044776119402,0.657485371771086,0.3582089552238806,0.14953271028037382,0.24299065420560748,pima,lr,83,random_deletion
107,0.655641791044776,0.6619222303741746,0.34328358208955223,0.308411214953271,0.6355140186915887,pima,lr,83,global_top_loss
107,0.7312835820895522,0.7254180894842834,0.6865671641791045,0.35514018691588783,0.1308411214953271,pima,lr,83,class_proportional
76,0.7211940298507462,0.7352941176470589,0.5223880597014925,1.0,0.0,pima,lr,83,oracle_deletion
107,0.7312835820895522,0.7254180894842834,0.6865671641791045,0.35514018691588783,0.1308411214953271,pima,lr,83,crcc_p_l0
107,0.7312835820895522,0.7254180894842834,0.6865671641791045,0.35514018691588783,0.1308411214953271,pima,lr,83,crcc_p_l025
107,0.7312835820895522,0.7254180894842834,0.6865671641791045,0.35514018691588783,0.1308411214953271,pima,lr,83,crcc_p_l05
107,0.7312835820895522,0.7254180894842834,0.6865671641791045,0.35514018691588783,0.1308411214953271,pima,lr,83,crcc_p_l10
107,0.7222089552238806,0.7093816935599029,0.7164179104477612,0.308411214953271,0.04672897196261682,pima,lr,83,crcc_m
0,0.7171940298507462,0.7303987199164027,0.5223880597014925,0.0,0.0,pima,hgb,13,no_cleaning
107,0.6564179104477612,0.6641916641916642,0.43283582089552236,0.2616822429906542,0.205607476635514,pima,hgb,13,random_deletion
107,0.7102686567164179,0.7245704753961635,0.4925373134328358,0.48598130841121495,0.3644859813084112,pima,hgb,13,global_top_loss
107,0.7368955223880597,0.7393114684850497,0.6417910447761194,0.3925233644859813,0.11214953271028037,pima,hgb,13,class_proportional
99,0.6977313432835821,0.7082915791175044,0.5074626865671642,1.0,0.0,pima,hgb,13,oracle_deletion
107,0.7368955223880597,0.7393114684850497,0.6417910447761194,0.3925233644859813,0.11214953271028037,pima,hgb,13,crcc_p_l0
107,0.7368955223880597,0.7393114684850497,0.6417910447761194,0.3925233644859813,0.11214953271028037,pima,hgb,13,crcc_p_l025
107,0.7368955223880597,0.7393114684850497,0.6417910447761194,0.3925233644859813,0.11214953271028037,pima,hgb,13,crcc_p_l05
107,0.7368955223880597,0.7393114684850497,0.6417910447761194,0.3925233644859813,0.11214953271028037,pima,hgb,13,crcc_p_l10
107,0.7387462686567164,0.7318123617739495,0.7014925373134329,0.27102803738317754,0.08411214953271028,pima,hgb,13,crcc_m
0,0.6340298507462687,0.6392914653784219,0.3880597014925373,0.0,0.0,pima,hgb,29,no_cleaning
107,0.5831044776119403,0.5841603361887829,0.3582089552238806,0.12149532710280374,0.2897196261682243,pima,hgb,29,random_deletion
107,0.6305671641791045,0.635129632143342,0.373134328358209,0.3644859813084112,0.4766355140186916,pima,hgb,29,global_top_loss
107,0.6681194029850747,0.6697945267477295,0.5522388059701493,0.32710280373831774,0.1588785046728972,pima,hgb,29,class_proportional
74,0.6638805970149254,0.6722689075630253,0.44776119402985076,1.0,0.0,pima,hgb,29,oracle_deletion
107,0.6681194029850747,0.6697945267477295,0.5522388059701493,0.32710280373831774,0.1588785046728972,pima,hgb,29,crcc_p_l0
107,0.6681194029850747,0.6697945267477295,0.5522388059701493,0.32710280373831774,0.1588785046728972,pima,hgb,29,crcc_p_l025
107,0.6681194029850747,0.6697945267477295,0.5522388059701493,0.32710280373831774,0.1588785046728972,pima,hgb,29,crcc_p_l05
107,0.6681194029850747,0.6697945267477295,0.5522388059701493,0.32710280373831774,0.1588785046728972,pima,hgb,29,crcc_p_l10
107,0.6934328358208955,0.6899133754221113,0.6268656716417911,0.2803738317757009,0.056074766355140186,pima,hgb,29,crcc_m
0,0.6196417910447761,0.6218774833293024,0.34328358208955223,0.0,0.0,pima,hgb,47,no_cleaning
107,0.6191044776119403,0.6220985475770326,0.3582089552238806,0.14953271028037382,0.19626168224299065,pima,hgb,47,random_deletion
107,0.6604179104477612,0.6687458526874586,0.43283582089552236,0.35514018691588783,0.4766355140186916,pima,hgb,47,global_top_loss
107,0.6577313432835821,0.66196138996139,0.5074626865671642,0.2897196261682243,0.16822429906542055,pima,hgb,47,class_proportional
71,0.7011940298507462,0.7111303178718908,0.5223880597014925,1.0,0.0,pima,hgb,47,oracle_deletion
107,0.6577313432835821,0.66196138996139,0.5074626865671642,0.2897196261682243,0.16822429906542055,pima,hgb,47,crcc_p_l0
107,0.6577313432835821,0.66196138996139,0.5074626865671642,0.2897196261682243,0.16822429906542055,pima,hgb,47,crcc_p_l025
107,0.6577313432835821,0.66196138996139,0.5074626865671642,0.2897196261682243,0.16822429906542055,pima,hgb,47,crcc_p_l05
107,0.6577313432835821,0.66196138996139,0.5074626865671642,0.2897196261682243,0.16822429906542055,pima,hgb,47,crcc_p_l10
107,0.7128955223880598,0.710629746741925,0.6417910447761194,0.27102803738317754,0.06542056074766354,pima,hgb,47,crcc_m
0,0.6857313432835821,0.6941506308143239,0.5074626865671642,0.0,0.0,pima,hgb,61,no_cleaning
107,0.7081194029850746,0.7164315117996418,0.5522388059701493,0.19626168224299065,0.17757009345794392,pima,hgb,61,random_deletion
107,0.6828059701492537,0.692779936648924,0.47761194029850745,0.29906542056074764,0.4392523364485981,pima,hgb,61,global_top_loss
107,0.7048955223880597,0.7011892526794891,0.6417910447761194,0.2897196261682243,0.14953271028037382,pima,hgb,61,class_proportional
76,0.6971940298507462,0.706384605581751,0.5223880597014925,1.0,0.0,pima,hgb,61,oracle_deletion
107,0.7048955223880597,0.7011892526794891,0.6417910447761194,0.2897196261682243,0.14953271028037382,pima,hgb,61,crcc_p_l0
107,0.7048955223880597,0.7011892526794891,0.6417910447761194,0.2897196261682243,0.14953271028037382,pima,hgb,61,crcc_p_l025
107,0.7048955223880597,0.7011892526794891,0.6417910447761194,0.2897196261682243,0.14953271028037382,pima,hgb,61,crcc_p_l05
