deleted,balanced_accuracy,accuracy,macro_f1,weighted_f1,minority_recall,minority_precision,majority_recall,pr_auc,noise_precision_deleted,clean_minority_deletion_rate,n_relabeled,n_synthetic,relabel_correctness,dataset,model,seed,noise_protocol,lamda,budget,target_ratio
0,0.6459701492537313,0.65625,0.6371965185524507,0.6623124713696747,0.6119402985074627,0.5061728395061729,0.68,0.5865063440289059,,,0,44,,pima,lr,31,hidden_minority_medium,100,0.1,0.15
0,0.6963582089552238,0.7083333333333334,0.6888888888888889,0.7123842592592594,0.6567164179104478,0.5714285714285714,0.736,0.6459811394501431,,,0,44,,pima,lr,37,hidden_minority_medium,10,0.1,0.15
0,0.6998208955223881,0.7083333333333334,0.6905721192586624,0.7129666935267257,0.6716417910447762,0.569620253164557,0.728,0.6391933661825747,,,0,44,,pima,lr,37,hidden_minority_medium,20,0.1,0.15
0,0.7067462686567164,0.7083333333333334,0.6936752136752137,0.7139173789173788,0.7014925373134329,0.5662650602409639,0.712,0.6526835899585083,,,0,44,,pima,lr,37,hidden_minority_medium,30,0.1,0.15
0,0.7027462686567164,0.703125,0.6889406815791718,0.7090063027598555,0.7014925373134329,0.5595238095238095,0.704,0.6369438928591596,,,0,44,,pima,lr,37,hidden_minority_medium,50,0.1,0.15
0,0.6918208955223881,0.6979166666666666,0.6811726981218507,0.7032442930218353,0.6716417910447762,0.5555555555555556,0.712,0.6635749567770078,,,0,44,,pima,lr,37,hidden_minority_medium,100,0.1,0.15
0,0.7147462686567164,0.71875,0.7031607879065507,0.7237102038479156,0.7014925373134329,0.5802469135802469,0.728,0.6302071060018263,,,0,44,,pima,lr,41,hidden_minority_medium,10,0.1,0.15
0,0.6958208955223881,0.703125,0.6858692844226298,0.7081099845001292,0.6716417910447762,0.5625,0.72,0.6365415204223432,,,0,44,,pima,lr,41,hidden_minority_medium,20,0.1,0.15
0,0.7027462686567164,0.703125,0.6889406815791718,0.7090063027598555,0.7014925373134329,0.5595238095238095,0.704,0.6401293172825336,,,0,44,,pima,lr,41,hidden_minority_medium,30,0.1,0.15
0,0.7107462686567164,0.7135416666666666,0.6984149650149936,0.7188184230567852,0.7014925373134329,0.573170731707317,0.72,0.6542800135399391,,,0,44,,pima,lr,41,hidden_minority_medium,50,0.1,0.15
0,0.713134328358209,0.703125,0.6929206767866662,0.7098306981116194,0.746268656716418,0.5555555555555556,0.68,0.6445795992709356,,,0,44,,pima,lr,41,hidden_minority_medium,100,0.1,0.15
0,0.7435223880597015,0.7291666666666666,0.720398790187073,0.7353557559463799,0.7910447761194029,0.5824175824175825,0.696,0.708918141847467,,,0,44,,pima,lr,43,hidden_minority_medium,10,0.1,0.15
0,0.7589850746268656,0.7447916666666666,0.736019529167485,0.7505562141661288,0.8059701492537313,0.6,0.712,0.7161835807937802,,,0,44,,pima,lr,43,hidden_minority_medium,20,0.1,0.15
0,0.7624477611940299,0.7447916666666666,0.7370230607966457,0.7506769741439553,0.8208955223880597,0.5978260869565217,0.704,0.7364416200411291,,,0,44,,pima,lr,43,hidden_minority_medium,30,0.1,0.15
0,0.749910447761194,0.7239583333333334,0.7183893731838937,0.7303523246160232,0.835820895522388,0.5714285714285714,0.664,0.7347614512916552,,,0,44,,pima,lr,43,hidden_minority_medium,50,0.1,0.15
0,0.769910447761194,0.75,0.7428571428571429,0.7558035714285714,0.835820895522388,0.6021505376344086,0.704,0.7395516230617812,,,0,44,,pima,lr,43,hidden_minority_medium,100,0.1,0.15
0,0.7283582089552239,0.75,0.7267552182163188,0.7508301707779886,0.6567164179104478,0.6376811594202898,0.8,0.7227747925462997,,,0,44,,pima,lr,47,hidden_minority_medium,10,0.1,0.15
