deleted,balanced_accuracy,macro_f1,minority_recall,noise_precision_deleted,clean_minority_deletion_rate,n_relabeled,n_synthetic,relabel_correctness,dataset,model,seed,method,noise_level,mn_to_maj,maj_to_min
0,0.6323809523809524,0.6189024390243902,0.5733333333333334,,,62,0,0.1935483870967742,credit-g,lr,67,balanced_oof_relabel,high,0.4,0.2
0,0.5809523809523809,0.5833333333333334,0.29333333333333333,,,62,0,0.08064516129032258,credit-g,lr,67,random_relabel,high,0.4,0.2
0,0.5114285714285715,0.44753823035445944,0.04,,,0,0,,credit-g,lr,71,no_cleaning,low,0.1,0.05
62,0.621904761904762,0.6305608857716315,0.3466666666666667,0.16129032258064516,0.11290322580645161,0,0,,credit-g,lr,71,class_proportional,low,0.1,0.05
0,0.6552380952380953,0.6586298377028714,0.49333333333333335,,,62,0,0.0967741935483871,credit-g,lr,71,balanced_oof_relabel,low,0.1,0.05
0,0.5685714285714285,0.5499610414035841,0.16,,,62,0,0.04838709677419355,credit-g,lr,71,random_relabel,low,0.1,0.05
0,0.5,0.4117647058823529,0.0,,,0,0,,credit-g,lr,71,no_cleaning,medium,0.3,0.1
62,0.5514285714285714,0.5422225392975196,0.2,0.25806451612903225,0.03225806451612903,0,0,,credit-g,lr,71,class_proportional,medium,0.3,0.1
0,0.5571428571428572,0.5573333333333333,0.28,,,62,0,0.0967741935483871,credit-g,lr,71,balanced_oof_relabel,medium,0.3,0.1
0,0.5142857142857143,0.4715447154471545,0.08,,,62,0,0.04838709677419355,credit-g,lr,71,random_relabel,medium,0.3,0.1
0,0.49714285714285716,0.41037735849056606,0.0,,,0,0,,credit-g,lr,71,no_cleaning,high,0.4,0.2
62,0.5419047619047619,0.5369440539153333,0.22666666666666666,0.3225806451612903,0.03225806451612903,0,0,,credit-g,lr,71,class_proportional,high,0.4,0.2
0,0.5885714285714285,0.5871180842279108,0.44,,,62,0,0.12903225806451613,credit-g,lr,71,balanced_oof_relabel,high,0.4,0.2
0,0.5371428571428571,0.48943867429104915,0.08,,,62,0,0.08064516129032258,credit-g,lr,71,random_relabel,high,0.4,0.2
0,0.5666666666666667,0.5516569200779727,0.17333333333333334,,,0,0,,credit-g,lr,73,no_cleaning,low,0.1,0.05
62,0.6942857142857143,0.7034043152158613,0.52,0.1774193548387097,0.08064516129032258,0,0,,credit-g,lr,73,class_proportional,low,0.1,0.05
0,0.6904761904761905,0.6867695184665732,0.5866666666666667,,,62,0,0.08064516129032258,credit-g,lr,73,balanced_oof_relabel,low,0.1,0.05
0,0.5828571428571429,0.5745668316831682,0.2,,,62,0,0.0,credit-g,lr,73,random_relabel,low,0.1,0.05
0,0.5219047619047619,0.4705815018315018,0.06666666666666667,,,0,0,,credit-g,lr,73,no_cleaning,medium,0.3,0.1
62,0.6771428571428572,0.692695865950702,0.44,0.25806451612903225,0.06451612903225806,0,0,,credit-g,lr,73,class_proportional,medium,0.3,0.1
0,0.7123809523809523,0.7091059229787553,0.6133333333333333,,,62,0,0.16129032258064516,credit-g,lr,73,balanced_oof_relabel,medium,0.3,0.1
0,0.5523809523809524,0.5257452574525745,0.13333333333333333,,,62,0,0.016129032258064516,credit-g,lr,73,random_relabel,medium,0.3,0.1
0,0.5276190476190477,0.47485120784222196,0.06666666666666667,,,0,0,,credit-g,lr,73,no_cleaning,high,0.4,0.2
62,0.6438095238095238,0.6496917287212748,0.4533333333333333,0.3225806451612903,0.11290322580645161,0,0,,credit-g,lr,73,class_proportional,high,0.4,0.2
0,0.6447619047619048,0.6381392110518698,0.5466666666666666,,,62,0,0.1774193548387097,credit-g,lr,73,balanced_oof_relabel,high,0.4,0.2
0,0.6009523809523809,0.6055429786650203,0.29333333333333333,,,62,0,0.14516129032258066,credit-g,lr,73,random_relabel,high,0.4,0.2
0,0.5066666666666666,0.4523087293562521,0.05333333333333334,,,0,0,,credit-g,lr,79,no_cleaning,low,0.1,0.05
62,0.5809523809523809,0.5833333333333334,0.29333333333333333,0.14516129032258066,0.0967741935483871,0,0,,credit-g,lr,79,class_proportional,low,0.1,0.05
0,0.641904761904762,0.6459202140215595,0.4666666666666667,,,62,0,0.08064516129032258,credit-g,lr,79,balanced_oof_relabel,low,0.1,0.05
0,0.519047619047619,0.4866796621182586,0.10666666666666667,,,62,0,0.016129032258064516,credit-g,lr,79,random_relabel,low,0.1,0.05
0,0.49142857142857144,0.4075829383886256,0.0,,,0,0,,credit-g,lr,79,no_cleaning,medium,0.3,0.1
62,0.5580952380952381,0.5563049072677256,0.25333333333333335,0.3870967741935484,0.04838709677419355,0,0,,credit-g,lr,79,class_proportional,medium,0.3,0.1
0,0.5657142857142857,0.5672358171374616,0.36,,,62,0,0.24193548387096775,credit-g,lr,79,balanced_oof_relabel,medium,0.3,0.1
0,0.5228571428571429,0.4947686168171702,0.12,,,62,0,0.04838709677419355,credit-g,lr,79,random_relabel,medium,0.3,0.1
0,0.5028571428571429,0.4419642857142857,0.04,,,0,0,,credit-g,lr,79,no_cleaning,high,0.4,0.2
62,0.6247619047619047,0.6296741132196333,0.4266666666666667,0.3870967741935484,0.04838709677419355,0,0,,credit-g,lr,79,class_proportional,high,0.4,0.2
0,0.6257142857142857,0.6198171457886733,0.52,,,62,0,0.16129032258064516,credit-g,lr,79,balanced_oof_relabel,high,0.4,0.2
0,0.5171428571428571,0.489911584674677,0.12,,,62,0,0.04838709677419355,credit-g,lr,79,random_relabel,high,0.4,0.2
0,0.58,0.5715126243892457,0.2,,,0,0,,credit-g,lr,83,no_cleaning,low,0.1,0.05
62,0.6561904761904762,0.6631879511773341,0.4666666666666667,0.12903225806451613,0.0967741935483871,0,0,,credit-g,lr,83,class_proportional,low,0.1,0.05
0,0.6638095238095238,0.6631814645439192,0.5333333333333333,,,62,0,0.04838709677419355,credit-g,lr,83,balanced_oof_relabel,low,0.1,0.05
0,0.5857142857142856,0.5840867992766727,0.24,,,62,0,0.0,credit-g,lr,83,random_relabel,low,0.1,0.05
0,0.5428571428571429,0.5121951219512195,0.12,,,0,0,,credit-g,lr,83,no_cleaning,medium,0.3,0.1
62,0.6323809523809524,0.6422066094197242,0.37333333333333335,0.24193548387096775,0.08064516129032258,0,0,,credit-g,lr,83,class_proportional,medium,0.3,0.1
0,0.6495238095238095,0.6517297422800092,0.49333333333333335,,,62,0,0.1774193548387097,credit-g,lr,83,balanced_oof_relabel,medium,0.3,0.1
0,0.5657142857142857,0.5471014492753623,0.16,,,62,0,0.04838709677419355,credit-g,lr,83,random_relabel,medium,0.3,0.1
0,0.5323809523809524,0.49208204614399825,0.09333333333333334,,,0,0,,credit-g,lr,83,no_cleaning,high,0.4,0.2
62,0.6104761904761905,0.6172176575877165,0.3466666666666667,0.3225806451612903,0.06451612903225806,0,0,,credit-g,lr,83,class_proportional,high,0.4,0.2
0,0.6495238095238095,0.6517297422800092,0.49333333333333335,,,62,0,0.1935483870967742,credit-g,lr,83,balanced_oof_relabel,high,0.4,0.2
0,0.5876190476190476,0.5889205400773524,0.26666666666666666,,,62,0,0.0967741935483871,credit-g,lr,83,random_relabel,high,0.4,0.2
0,0.5580952380952381,0.5311120917917034,0.13333333333333333,,,0,0,,credit-g,lr,89,no_cleaning,low,0.1,0.05
62,0.6266666666666667,0.6353809196980096,0.37333333333333335,0.1935483870967742,0.08064516129032258,0,0,,credit-g,lr,89,class_proportional,low,0.1,0.05
0,0.660952380952381,0.6655913132425839,0.49333333333333335,,,62,0,0.12903225806451613,credit-g,lr,89,balanced_oof_relabel,low,0.1,0.05
0,0.5638095238095239,0.5365689248399056,0.13333333333333333,,,62,0,0.08064516129032258,credit-g,lr,89,random_relabel,low,0.1,0.05
0,0.5066666666666667,0.42589374379344586,0.013333333333333334,,,0,0,,credit-g,lr,89,no_cleaning,medium,0.3,0.1
62,0.62,0.6284100523655988,0.32,0.24193548387096775,0.04838709677419355,0,0,,credit-g,lr,89,class_proportional,medium,0.3,0.1
0,0.6885714285714286,0.6960880049423065,0.52,,,62,0,0.12903225806451613,credit-g,lr,89,balanced_oof_relabel,medium,0.3,0.1
0,0.5095238095238095,0.4542877391920624,0.05333333333333334,,,62,0,0.08064516129032258,credit-g,lr,89,random_relabel,medium,0.3,0.1
0,0.5,0.4117647058823529,0.0,,,0,0,,credit-g,lr,89,no_cleaning,high,0.4,0.2
62,0.5676190476190477,0.5557924662402274,0.18666666666666668,0.3225806451612903,0.06451612903225806,0,0,,credit-g,lr,89,class_proportional,high,0.4,0.2
0,0.5761904761904761,0.5788939624556063,0.3466666666666667,,,62,0,0.1774193548387097,credit-g,lr,89,balanced_oof_relabel,high,0.4,0.2
0,0.5161904761904762,0.46635209527019433,0.06666666666666667,,,62,0,0.0967741935483871,credit-g,lr,89,random_relabel,high,0.4,0.2
0,0.56,0.5278159340659341,0.12,,,0,0,,credit-g,lr,97,no_cleaning,low,0.1,0.05
62,0.6676190476190476,0.6773268320665424,0.4666666666666667,0.16129032258064516,0.04838709677419355,0,0,,credit-g,lr,97,class_proportional,low,0.1,0.05
0,0.7133333333333334,0.7157503227920063,0.5866666666666667,,,62,0,0.04838709677419355,credit-g,lr,97,balanced_oof_relabel,low,0.1,0.05
0,0.5657142857142857,0.5471014492753623,0.16,,,62,0,0.016129032258064516,credit-g,lr,97,random_relabel,low,0.1,0.05
0,0.5533333333333333,0.5160498107538066,0.10666666666666667,,,0,0,,credit-g,lr,97,no_cleaning,medium,0.3,0.1
62,0.6295238095238095,0.6387828599771409,0.37333333333333335,0.24193548387096775,0.03225806451612903,0,0,,credit-g,lr,97,class_proportional,medium,0.3,0.1
0,0.6457142857142857,0.648876404494382,0.48,,,62,0,0.0967741935483871,credit-g,lr,97,balanced_oof_relabel,medium,0.3,0.1
0,0.5847619047619047,0.5812395309882747,0.22666666666666666,,,62,0,0.08064516129032258,credit-g,lr,97,random_relabel,medium,0.3,0.1
0,0.5542857142857143,0.5225255589259634,0.12,,,0,0,,credit-g,lr,97,no_cleaning,high,0.4,0.2
62,0.6314285714285715,0.6363020387014489,0.44,0.27419354838709675,0.06451612903225806,0,0,,credit-g,lr,97,class_proportional,high,0.4,0.2
0,0.6904761904761905,0.6788783355947535,0.6266666666666667,,,62,0,0.16129032258064516,credit-g,lr,97,balanced_oof_relabel,high,0.4,0.2
0,0.5952380952380952,0.5990965556182948,0.29333333333333333,,,62,0,0.016129032258064516,credit-g,lr,97,random_relabel,high,0.4,0.2
0,0.5285714285714286,0.482636428065202,0.08,,,0,0,,credit-g,lr,101,no_cleaning,low,0.1,0.05
62,0.6285714285714286,0.6381578947368421,0.36,0.14516129032258066,0.06451612903225806,0,0,,credit-g,lr,101,class_proportional,low,0.1,0.05
0,0.6580952380952381,0.6621026032790739,0.49333333333333335,,,62,0,0.03225806451612903,credit-g,lr,101,balanced_oof_relabel,low,0.1,0.05
0,0.5361904761904762,0.5010798545613604,0.10666666666666667,,,62,0,0.016129032258064516,credit-g,lr,101,random_relabel,low,0.1,0.05
0,0.5009523809523809,0.42277311945558393,0.013333333333333334,,,0,0,,credit-g,lr,101,no_cleaning,medium,0.3,0.1
62,0.6038095238095238,0.6087997054491899,0.29333333333333333,0.20967741935483872,0.06451612903225806,0,0,,credit-g,lr,101,class_proportional,medium,0.3,0.1
0,0.6047619047619048,0.6106666666666667,0.3466666666666667,,,62,0,0.08064516129032258,credit-g,lr,101,balanced_oof_relabel,medium,0.3,0.1
0,0.4980952380952381,0.4212092967317117,0.013333333333333334,,,62,0,0.04838709677419355,credit-g,lr,101,random_relabel,medium,0.3,0.1
0,0.5,0.4117647058823529,0.0,,,0,0,,credit-g,lr,101,no_cleaning,high,0.4,0.2
62,0.5838095238095238,0.5864487527294382,0.29333333333333333,0.20967741935483872,0.11290322580645161,0,0,,credit-g,lr,101,class_proportional,high,0.4,0.2
0,0.5685714285714285,0.5683030038520654,0.4,,,62,0,0.08064516129032258,credit-g,lr,101,balanced_oof_relabel,high,0.4,0.2
0,0.5761904761904761,0.572031344183243,0.22666666666666666,,,62,0,0.04838709677419355,credit-g,lr,101,random_relabel,high,0.4,0.2
0,0.6132734003172924,0.6435328898743533,0.2459016393442623,,,0,0,,yeast,lr,13,no_cleaning,low,0.1,0.05
109,0.7664463246959281,0.7480770892749113,0.639344262295082,0.1834862385321101,0.07339449541284404,0,0,,yeast,lr,13,class_proportional,low,0.1,0.05
0,0.7634849286092015,0.7242897158863546,0.6721311475409836,,,109,0,0.07339449541284404,yeast,lr,13,balanced_oof_relabel,low,0.1,0.05
0,0.6280539397144368,0.6611872146118721,0.2786885245901639,,,109,0,0.03669724770642202,yeast,lr,13,random_relabel,low,0.1,0.05
0,0.5525383395029085,0.5561176297726748,0.11475409836065574,,,0,0,,yeast,lr,13,no_cleaning,medium,0.3,0.1
109,0.7598625066102591,0.7450681525718069,0.6229508196721312,0.3761467889908257,0.06422018348623854,0,0,,yeast,lr,13,class_proportional,medium,0.3,0.1
0,0.7569011105235325,0.721423207993993,0.6557377049180327,,,109,0,0.26605504587155965,yeast,lr,13,balanced_oof_relabel,medium,0.3,0.1
0,0.611660497091486,0.6405104484706656,0.2459016393442623,,,109,0,0.05504587155963303,yeast,lr,13,random_relabel,medium,0.3,0.1
0,0.5295610787942887,0.5159977888336097,0.06557377049180328,,,0,0,,yeast,lr,13,no_cleaning,high,0.4,0.2
109,0.7386303543098889,0.7235469448584202,0.5901639344262295,0.5504587155963303,0.05504587155963303,0,0,,yeast,lr,13,class_proportional,high,0.4,0.2
0,0.7521946060285563,0.7050092764378478,0.6721311475409836,,,109,0,0.3761467889908257,yeast,lr,13,balanced_oof_relabel,high,0.4,0.2
0,0.6148863035430989,0.6466072729310248,0.2459016393442623,,,109,0,0.10091743119266056,yeast,lr,13,random_relabel,high,0.4,0.2
0,0.6624537281861449,0.7034681679177093,0.3442622950819672,,,0,0,,yeast,lr,17,no_cleaning,low,0.1,0.05
109,0.7841882601797991,0.7841882601797991,0.639344262295082,0.1743119266055046,0.05504587155963303,0,0,,yeast,lr,17,class_proportional,low,0.1,0.05
0,0.8060814383923849,0.7547203639582702,0.7540983606557377,,,109,0,0.05504587155963303,yeast,lr,17,balanced_oof_relabel,low,0.1,0.05
0,0.7215758857747223,0.7572897196261682,0.47540983606557374,,,109,0,0.045871559633027525,yeast,lr,17,random_relabel,low,0.1,0.05
0,0.5689317821258594,0.582181542682802,0.14754098360655737,,,0,0,,yeast,lr,17,no_cleaning,medium,0.3,0.1
109,0.7710206240084612,0.778302911777488,0.6065573770491803,0.3486238532110092,0.027522935779816515,0,0,,yeast,lr,17,class_proportional,medium,0.3,0.1
0,0.8025912215758858,0.7679635595520469,0.7213114754098361,,,109,0,0.21100917431192662,yeast,lr,17,balanced_oof_relabel,medium,0.3,0.1
0,0.6362506610259122,0.6711925694838344,0.29508196721311475,,,109,0,0.07339449541284404,yeast,lr,17,random_relabel,medium,0.3,0.1
0,0.547567424643046,0.5466922674114156,0.09836065573770492,,,0,0,,yeast,lr,17,no_cleaning,high,0.4,0.2
109,0.7957429931253305,0.7862492798156329,0.6721311475409836,0.4954128440366973,0.027522935779816515,0,0,,yeast,lr,17,class_proportional,high,0.4,0.2
0,0.8097038603913274,0.7334131736526945,0.8032786885245902,,,109,0,0.3119266055045872,yeast,lr,17,balanced_oof_relabel,high,0.4,0.2
0,0.5853252247488102,0.6069365317341329,0.18032786885245902,,,109,0,0.07339449541284404,yeast,lr,17,random_relabel,high,0.4,0.2
0,0.642702273929138,0.6846637102734664,0.29508196721311475,,,0,0,,yeast,lr,23,no_cleaning,low,0.1,0.05
109,0.7581173982020095,0.7514430014430015,0.6065573770491803,0.1926605504587156,0.06422018348623854,0,0,,yeast,lr,23,class_proportional,low,0.1,0.05
0,0.7437334743521946,0.7154270069977933,0.6229508196721312,,,109,0,0.09174311926605505,yeast,lr,23,balanced_oof_relabel,low,0.1,0.05
0,0.6410893707033316,0.6812073788324771,0.29508196721311475,,,109,0,0.01834862385321101,yeast,lr,23,random_relabel,low,0.1,0.05
0,0.5557641459545214,0.5605874625837155,0.11475409836065574,,,0,0,,yeast,lr,23,no_cleaning,medium,0.3,0.1
109,0.7317821258593338,0.7379943502824858,0.5409836065573771,0.3853211009174312,0.01834862385321101,0,0,,yeast,lr,23,class_proportional,medium,0.3,0.1
0,0.7450819672131148,0.7356473941368078,0.5901639344262295,,,109,0,0.23853211009174313,yeast,lr,23,balanced_oof_relabel,medium,0.3,0.1
0,0.5967477525118985,0.6247370124615634,0.19672131147540983,,,109,0,0.045871559633027525,yeast,lr,23,random_relabel,medium,0.3,0.1
0,0.5147805393971444,0.4870022123893805,0.03278688524590164,,,0,0,,yeast,lr,23,no_cleaning,high,0.4,0.2
109,0.7040983606557377,0.7027594993235877,0.5081967213114754,0.47706422018348627,0.027522935779816515,0,0,,yeast,lr,23,class_proportional,high,0.4,0.2
0,0.7177948175568483,0.6798892885557087,0.6065573770491803,,,109,0,0.3119266055045872,yeast,lr,23,balanced_oof_relabel,high,0.4,0.2
0,0.5658381808566896,0.5773145813488728,0.16393442622950818,,,109,0,0.05504587155963303,yeast,lr,23,random_relabel,high,0.4,0.2
0,0.6033315705975674,0.6335150940414098,0.21311475409836064,,,0,0,,yeast,lr,29,no_cleaning,low,0.1,0.05
109,0.7759915388683236,0.7778177027188885,0.6229508196721312,0.22935779816513763,0.03669724770642202,0,0,,yeast,lr,29,class_proportional,low,0.1,0.05
0,0.7860655737704918,0.7663987555094633,0.6721311475409836,,,109,0,0.09174311926605505,yeast,lr,29,balanced_oof_relabel,low,0.1,0.05
0,0.7461660497091487,0.7801631797256028,0.5245901639344263,,,109,0,0.01834862385321101,yeast,lr,29,random_relabel,low,0.1,0.05
0,0.5229772607086198,0.5025792523576866,0.04918032786885246,,,0,0,,yeast,lr,29,no_cleaning,medium,0.3,0.1
109,0.761078794288736,0.7791666666666667,0.5737704918032787,0.43119266055045874,0.01834862385321101,0,0,,yeast,lr,29,class_proportional,medium,0.3,0.1
0,0.7680592279217345,0.7511922503725783,0.639344262295082,,,109,0,0.28440366972477066,yeast,lr,29,balanced_oof_relabel,medium,0.3,0.1
0,0.6017186673717609,0.6304853041695146,0.21311475409836064,,,109,0,0.06422018348623854,yeast,lr,29,random_relabel,medium,0.3,0.1
0,0.5,0.4552129221732746,0.0,,,0,0,,yeast,lr,29,no_cleaning,high,0.4,0.2
109,0.7184822845055526,0.7399228881878724,0.4918032786885246,0.5229357798165137,0.01834862385321101,0,0,,yeast,lr,29,class_proportional,high,0.4,0.2
0,0.7878106821787414,0.7596458393319896,0.6885245901639344,,,109,0,0.3577981651376147,yeast,lr,29,balanced_oof_relabel,high,0.4,0.2
0,0.5311739820200952,0.5177066523220369,0.06557377049180328,,,109,0,0.10091743119266056,yeast,lr,29,random_relabel,high,0.4,0.2
0,0.6378635642517186,0.6744739905094458,0.29508196721311475,,,0,0,,yeast,lr,31,no_cleaning,low,0.1,0.05
109,0.7253305129561078,0.7253305129561078,0.5409836065573771,0.12844036697247707,0.09174311926605505,0,0,,yeast,lr,31,class_proportional,low,0.1,0.05
0,0.7370174510840826,0.7205945899230836,0.5901639344262295,,,109,0,0.045871559633027525,yeast,lr,31,balanced_oof_relabel,low,0.1,0.05
0,0.6494182971972501,0.6838786639400136,0.32786885245901637,,,109,0,0.009174311926605505,yeast,lr,31,random_relabel,low,0.1,0.05
0,0.6017186673717609,0.6304853041695146,0.21311475409836064,,,0,0,,yeast,lr,31,no_cleaning,medium,0.3,0.1
109,0.7153886832363829,0.7241103888950093,0.5081967213114754,0.3394495412844037,0.06422018348623854,0,0,,yeast,lr,31,class_proportional,medium,0.3,0.1
0,0.7336594394500264,0.7231938490332208,0.5737704918032787,,,109,0,0.23853211009174313,yeast,lr,31,balanced_oof_relabel,medium,0.3,0.1
0,0.6410893707033316,0.6812073788324771,0.29508196721311475,,,109,0,0.027522935779816515,yeast,lr,31,random_relabel,medium,0.3,0.1
0,0.6033315705975674,0.6335150940414098,0.21311475409836064,,,0,0,,yeast,lr,31,no_cleaning,high,0.4,0.2
109,0.7319143310417768,0.7288861050214009,0.5573770491803278,0.47706422018348627,0.045871559633027525,0,0,,yeast,lr,31,class_proportional,high,0.4,0.2
0,0.7273400317292438,0.70343725019984,0.5901639344262295,,,109,0,0.3211009174311927,yeast,lr,31,balanced_oof_relabel,high,0.4,0.2
0,0.652644103648863,0.6905754795663053,0.32786885245901637,,,109,0,0.11009174311926606,yeast,lr,31,random_relabel,high,0.4,0.2
0,0.6198572184029614,0.6509625126646403,0.26229508196721313,,,0,0,,yeast,lr,37,no_cleaning,low,0.1,0.05
109,0.7633527234267583,0.7329391911825445,0.6557377049180327,0.1926605504587156,0.09174311926605505,0,0,,yeast,lr,37,class_proportional,low,0.1,0.05
0,0.7589106292966684,0.6999148573861218,0.7049180327868853,,,109,0,0.11009174311926606,yeast,lr,37,balanced_oof_relabel,low,0.1,0.05
0,0.6511634056054997,0.6800943626454079,0.3442622950819672,,,109,0,0.0,yeast,lr,37,random_relabel,low,0.1,0.05
0,0.5820994182971972,0.6015037593984962,0.18032786885245902,,,0,0,,yeast,lr,37,no_cleaning,medium,0.3,0.1
109,0.7616076150185087,0.738909920403805,0.639344262295082,0.4036697247706422,0.027522935779816515,0,0,,yeast,lr,37,class_proportional,medium,0.3,0.1
0,0.7554204124801692,0.7104148082069581,0.6721311475409836,,,109,0,0.23853211009174313,yeast,lr,37,balanced_oof_relabel,medium,0.3,0.1
0,0.6248281332628238,0.6549442835833992,0.2786885245901639,,,109,0,0.05504587155963303,yeast,lr,37,random_relabel,medium,0.3,0.1
0,0.5115547329455314,0.48444504213734985,0.03278688524590164,,,0,0,,yeast,lr,37,no_cleaning,high,0.4,0.2
109,0.728820729772607,0.7143318430203676,0.5737704918032787,0.47706422018348627,0.07339449541284404,0,0,,yeast,lr,37,class_proportional,high,0.4,0.2
0,0.7410364886303543,0.6793230929445457,0.6885245901639344,,,109,0,0.3577981651376147,yeast,lr,37,balanced_oof_relabel,high,0.4,0.2
0,0.5725542041248017,0.5850611697093793,0.19672131147540983,,,109,0,0.10091743119266056,yeast,lr,37,random_relabel,high,0.4,0.2
0,0.5853252247488102,0.6069365317341329,0.18032786885245902,,,0,0,,yeast,lr,41,no_cleaning,low,0.1,0.05
109,0.7417239555790587,0.7385687441277795,0.5737704918032787,0.21100917431192662,0.027522935779816515,0,0,,yeast,lr,41,class_proportional,low,0.1,0.05
0,0.7583818085668959,0.7329398214799885,0.639344262295082,,,109,0,0.08256880733944955,yeast,lr,41,balanced_oof_relabel,low,0.1,0.05
0,0.605076679005817,0.6327487346145944,0.22950819672131148,,,109,0,0.03669724770642202,yeast,lr,41,random_relabel,low,0.1,0.05
0,0.5377578001057641,0.5305027055332519,0.08196721311475409,,,0,0,,yeast,lr,41,no_cleaning,medium,0.3,0.1
109,0.739846641988366,0.7546745079280217,0.5409836065573771,0.44036697247706424,0.0,0,0,,yeast,lr,41,class_proportional,medium,0.3,0.1
0,0.7567689053410893,0.7299951083908992,0.639344262295082,,,109,0,0.27522935779816515,yeast,lr,41,balanced_oof_relabel,medium,0.3,0.1
0,0.5837123215230037,0.6041963015647227,0.18032786885245902,,,109,0,0.06422018348623854,yeast,lr,41,random_relabel,medium,0.3,0.1
0,0.5245901639344263,0.5041021386430679,0.04918032786885246,,,0,0,,yeast,lr,41,no_cleaning,high,0.4,0.2
109,0.7531464833421471,0.7514874502541471,0.5901639344262295,0.5688073394495413,0.009174311926605505,0,0,,yeast,lr,41,class_proportional,high,0.4,0.2
0,0.7766525647805393,0.7297766721574164,0.7049180327868853,,,109,0,0.3761467889908257,yeast,lr,41,balanced_oof_relabel,high,0.4,0.2
0,0.5591221575885774,0.5669881442349038,0.13114754098360656,,,109,0,0.14678899082568808,yeast,lr,41,random_relabel,high,0.4,0.2
0,0.6314119513484928,0.6616652614553401,0.29508196721311475,,,0,0,,yeast,lr,43,no_cleaning,low,0.1,0.05
109,0.7565044949762031,0.7482491517828564,0.6065573770491803,0.23853211009174313,0.045871559633027525,0,0,,yeast,lr,43,class_proportional,low,0.1,0.05
0,0.8008461131676361,0.774922345175694,0.7049180327868853,,,109,0,0.11926605504587157,yeast,lr,43,balanced_oof_relabel,low,0.1,0.05
0,0.6495505023796933,0.676954334365325,0.3442622950819672,,,109,0,0.027522935779816515,yeast,lr,43,random_relabel,low,0.1,0.05
0,0.5673188789000528,0.579705453956951,0.14754098360655737,,,0,0,,yeast,lr,43,no_cleaning,medium,0.3,0.1
109,0.7039661554732946,0.7108102564102564,0.4918032786885246,0.41284403669724773,0.009174311926605505,0,0,,yeast,lr,43,class_proportional,medium,0.3,0.1
0,0.7550237969328397,0.7358847211311861,0.6229508196721312,,,109,0,0.23853211009174313,yeast,lr,43,balanced_oof_relabel,medium,0.3,0.1
0,0.618244315177155,0.6479004387142985,0.26229508196721313,,,109,0,0.06422018348623854,yeast,lr,43,random_relabel,medium,0.3,0.1
0,0.5017451084082496,0.46781423704500624,0.01639344262295082,,,0,0,,yeast,lr,43,no_cleaning,high,0.4,0.2
109,0.7168693812797462,0.7365247764395554,0.4918032786885246,0.5137614678899083,0.027522935779816515,0,0,,yeast,lr,43,class_proportional,high,0.4,0.2
0,0.7634849286092015,0.7242897158863546,0.6721311475409836,,,109,0,0.3302752293577982,yeast,lr,43,balanced_oof_relabel,high,0.4,0.2
0,0.503358011634056,0.4688558118395637,0.01639344262295082,,,109,0,0.06422018348623854,yeast,lr,43,random_relabel,high,0.4,0.2
0,0.5493125330512956,0.5517947457870058,0.11475409836065574,,,0,0,,yeast,lr,47,no_cleaning,low,0.1,0.05
109,0.733262823902697,0.7510458160220442,0.5245901639344263,0.24770642201834864,0.045871559633027525,0,0,,yeast,lr,47,class_proportional,low,0.1,0.05
0,0.7269434161819144,0.7284438588786415,0.5409836065573771,,,109,0,0.12844036697247707,yeast,lr,47,balanced_oof_relabel,low,0.1,0.05
0,0.5920412480169223,0.6133791615627914,0.21311475409836064,,,109,0,0.009174311926605505,yeast,lr,47,random_relabel,low,0.1,0.05
0,0.5459545214172395,0.544608824859487,0.09836065573770492,,,0,0,,yeast,lr,47,no_cleaning,medium,0.3,0.1
109,0.7184822845055526,0.7399228881878724,0.4918032786885246,0.3577981651376147,0.045871559633027525,0,0,,yeast,lr,47,class_proportional,medium,0.3,0.1
0,0.7188789000528821,0.7132034632034632,0.5409836065573771,,,109,0,0.21100917431192662,yeast,lr,47,balanced_oof_relabel,medium,0.3,0.1
0,0.56409307244844,0.5748775090880354,0.14754098360655737,,,109,0,0.08256880733944955,yeast,lr,47,random_relabel,medium,0.3,0.1
0,0.554151242728715,0.5583333333333333,0.11475409836065574,,,0,0,,yeast,lr,47,no_cleaning,high,0.4,0.2
109,0.702221047065045,0.7160714285714286,0.47540983606557374,0.47706422018348627,0.01834862385321101,0,0,,yeast,lr,47,class_proportional,high,0.4,0.2
0,0.728820729772607,0.7143318430203676,0.5737704918032787,,,109,0,0.26605504587155965,yeast,lr,47,balanced_oof_relabel,high,0.4,0.2
0,0.6264410364886304,0.6580402722631877,0.2786885245901639,,,109,0,0.08256880733944955,yeast,lr,47,random_relabel,high,0.4,0.2
0,0.5739026969857218,0.589536905326379,0.16393442622950818,,,0,0,,yeast,lr,53,no_cleaning,low,0.1,0.05
109,0.7514013749338975,0.758148631029987,0.5737704918032787,0.22018348623853212,0.03669724770642202,0,0,,yeast,lr,53,class_proportional,low,0.1,0.05
0,0.741988365943945,0.7209037080178606,0.6065573770491803,,,109,0,0.10091743119266056,yeast,lr,53,balanced_oof_relabel,low,0.1,0.05
0,0.5919090428344791,0.6159945317840054,0.19672131147540983,,,109,0,0.009174311926605505,yeast,lr,53,random_relabel,low,0.1,0.05
