deleted,balanced_accuracy,macro_f1,minority_recall,noise_precision_deleted,clean_minority_deletion_rate,n_relabeled,n_synthetic,relabel_correctness,dataset,model,seed,method,noise_level,mn_to_maj,maj_to_min
0,0.7544252227133269,0.7417495793643434,0.7027707808564232,,,337,0,0.21364985163204747,phoneme,lr,37,balanced_oof_relabel,high,0.4,0.2
0,0.5160678358126198,0.45755776710485585,0.04785894206549118,,,337,0,0.08605341246290801,phoneme,lr,37,random_relabel,high,0.4,0.2
0,0.532427679940769,0.48433907358645545,0.07323232323232323,,,0,0,,phoneme,lr,41,no_cleaning,low,0.1,0.05
337,0.6634287905230314,0.6719269658373835,0.4671717171717172,0.19881305637982197,0.032640949554896145,0,0,,phoneme,lr,41,class_proportional,low,0.1,0.05
0,0.7217859220477022,0.7208001621701312,0.6111111111111112,,,337,0,0.06528189910979229,phoneme,lr,41,balanced_oof_relabel,low,0.1,0.05
0,0.5617444074250357,0.5447197845435922,0.1590909090909091,,,337,0,0.011869436201780416,phoneme,lr,41,random_relabel,low,0.1,0.05
0,0.5,0.4141370338248049,0.0,,,0,0,,phoneme,lr,41,no_cleaning,medium,0.3,0.1
337,0.6310632503040879,0.64091468367737,0.37626262626262624,0.2997032640949555,0.026706231454005934,0,0,,phoneme,lr,41,class_proportional,medium,0.3,0.1
0,0.7165199111534191,0.7166798645938974,0.5984848484848485,,,337,0,0.18397626112759644,phoneme,lr,41,balanced_oof_relabel,medium,0.3,0.1
0,0.5163215928922735,0.45163074567602124,0.03787878787878788,,,337,0,0.05341246290801187,phoneme,lr,41,random_relabel,medium,0.3,0.1
0,0.5,0.4141370338248049,0.0,,,0,0,,phoneme,lr,41,no_cleaning,high,0.4,0.2
337,0.6349132688137924,0.6461776453278174,0.3661616161616162,0.44510385756676557,0.008902077151335312,0,0,,phoneme,lr,41,class_proportional,high,0.4,0.2
0,0.7201835104976466,0.7118777616019207,0.6414141414141414,,,337,0,0.24925816023738873,phoneme,lr,41,balanced_oof_relabel,high,0.4,0.2
0,0.5269461632027077,0.4716618067938636,0.05808080808080808,,,337,0,0.10682492581602374,phoneme,lr,41,random_relabel,high,0.4,0.2
0,0.5326431857845471,0.4858417613383321,0.07575757575757576,,,0,0,,phoneme,lr,43,no_cleaning,low,0.1,0.05
337,0.6757165899836057,0.6853438541019705,0.4823232323232323,0.18694362017804153,0.04451038575667656,0,0,,phoneme,lr,43,class_proportional,low,0.1,0.05
0,0.7246192289386006,0.7239542413009433,0.6136363636363636,,,337,0,0.06824925816023739,phoneme,lr,43,balanced_oof_relabel,low,0.1,0.05
0,0.5523520545771854,0.5260733623122092,0.12878787878787878,,,337,0,0.017804154302670624,phoneme,lr,43,random_relabel,low,0.1,0.05
0,0.5,0.4141370338248049,0.0,,,0,0,,phoneme,lr,43,no_cleaning,medium,0.3,0.1
337,0.6321103707229362,0.6421861439473291,0.37626262626262624,0.314540059347181,0.026706231454005934,0,0,,phoneme,lr,43,class_proportional,medium,0.3,0.1
0,0.7161814479877306,0.7184047801014382,0.5883838383838383,,,337,0,0.21364985163204747,phoneme,lr,43,balanced_oof_relabel,medium,0.3,0.1
0,0.5,0.4141370338248049,0.0,,,337,0,0.07418397626112759,phoneme,lr,43,random_relabel,medium,0.3,0.1
0,0.5,0.4141370338248049,0.0,,,0,0,,phoneme,lr,43,no_cleaning,high,0.4,0.2
337,0.6536979745094929,0.6646146633304626,0.42676767676767674,0.45103857566765576,0.008902077151335312,0,0,,phoneme,lr,43,class_proportional,high,0.4,0.2
0,0.737829869374372,0.7294641206302777,0.6641414141414141,,,337,0,0.2878338278931751,phoneme,lr,43,balanced_oof_relabel,high,0.4,0.2
0,0.5,0.4141370338248049,0.0,,,337,0,0.08605341246290801,phoneme,lr,43,random_relabel,high,0.4,0.2
0,0.5444014067772445,0.5063378353487029,0.0982367758186398,,,0,0,,phoneme,lr,47,no_cleaning,low,0.1,0.05
337,0.6764016285664496,0.6867862726122236,0.47858942065491183,0.16913946587537093,0.05341246290801187,0,0,,phoneme,lr,47,class_proportional,low,0.1,0.05
0,0.7303703351657347,0.7296918767507004,0.6221662468513854,,,337,0,0.04747774480712166,phoneme,lr,47,balanced_oof_relabel,low,0.1,0.05
0,0.5578486975164889,0.5368770912667954,0.14609571788413098,,,337,0,0.005934718100890208,phoneme,lr,47,random_relabel,low,0.1,0.05
0,0.5,0.413882863340564,0.0,,,0,0,,phoneme,lr,47,no_cleaning,medium,0.3,0.1
337,0.6263208339274116,0.636325778404607,0.3501259445843829,0.3056379821958457,0.02373887240356083,0,0,,phoneme,lr,47,class_proportional,medium,0.3,0.1
0,0.7106337362503894,0.7141558878587535,0.5743073047858942,,,337,0,0.17210682492581603,phoneme,lr,47,balanced_oof_relabel,medium,0.3,0.1
0,0.5088161209068011,0.43247033580642663,0.017632241813602016,,,337,0,0.04747774480712166,phoneme,lr,47,random_relabel,medium,0.3,0.1
0,0.5,0.413882863340564,0.0,,,0,0,,phoneme,lr,47,no_cleaning,high,0.4,0.2
337,0.6347065781622124,0.6465717652552756,0.3501259445843829,0.41839762611275966,0.01483679525222552,0,0,,phoneme,lr,47,class_proportional,high,0.4,0.2
0,0.729541265993906,0.7251146937611778,0.6372795969773299,,,337,0,0.2433234421364985,phoneme,lr,47,balanced_oof_relabel,high,0.4,0.2
0,0.5,0.413882863340564,0.0,,,337,0,0.05934718100890208,phoneme,lr,47,random_relabel,high,0.4,0.2
0,0.5404118414312797,0.49819770760083226,0.08816120906801007,,,0,0,,phoneme,lr,53,no_cleaning,low,0.1,0.05
337,0.6873141855319509,0.6981475196560891,0.49622166246851385,0.17507418397626112,0.050445103857566766,0,0,,phoneme,lr,53,class_proportional,low,0.1,0.05
0,0.7508264288241475,0.7510108419862904,0.6473551637279596,,,337,0,0.05341246290801187,phoneme,lr,53,balanced_oof_relabel,low,0.1,0.05
0,0.5545944689996779,0.5313250075007501,0.1385390428211587,,,337,0,0.01483679525222552,phoneme,lr,53,random_relabel,low,0.1,0.05
0,0.5088161209068011,0.43247033580642663,0.017632241813602016,,,0,0,,phoneme,lr,53,no_cleaning,medium,0.3,0.1
337,0.6682970813596734,0.6832963726060721,0.4256926952141058,0.29673590504451036,0.02373887240356083,0,0,,phoneme,lr,53,class_proportional,medium,0.3,0.1
0,0.7231186202599158,0.7268600706205867,0.5919395465994962,,,337,0,0.16913946587537093,phoneme,lr,53,balanced_oof_relabel,medium,0.3,0.1
0,0.5223571439887205,0.4619032236819409,0.04785894206549118,,,337,0,0.03560830860534125,phoneme,lr,53,random_relabel,medium,0.3,0.1
0,0.5,0.413882863340564,0.0,,,0,0,,phoneme,lr,53,no_cleaning,high,0.4,0.2
337,0.660740406296701,0.675173071342702,0.4105793450881612,0.44510385756676557,0.01483679525222552,0,0,,phoneme,lr,53,class_proportional,high,0.4,0.2
0,0.7344694749404601,0.7310011764460917,0.6397984886649875,,,337,0,0.26706231454005935,phoneme,lr,53,balanced_oof_relabel,high,0.4,0.2
0,0.5,0.413882863340564,0.0,,,337,0,0.04747774480712166,phoneme,lr,53,random_relabel,high,0.4,0.2
0,0.5306491558808464,0.47847234732480637,0.0654911838790932,,,0,0,,phoneme,lr,59,no_cleaning,low,0.1,0.05
337,0.6824955510141575,0.6911087317785882,0.5012594458438288,0.17210682492581603,0.04451038575667656,0,0,,phoneme,lr,59,class_proportional,low,0.1,0.05
0,0.7532515881691302,0.7485781463476631,0.6700251889168766,,,337,0,0.050445103857566766,phoneme,lr,59,balanced_oof_relabel,low,0.1,0.05
0,0.5537574787848064,0.531341229208227,0.14105793450881612,,,337,0,0.02967359050445104,phoneme,lr,59,random_relabel,low,0.1,0.05
0,0.5062972292191436,0.42722041964092583,0.012594458438287154,,,0,0,,phoneme,lr,59,no_cleaning,medium,0.3,0.1
337,0.6388215600230238,0.6492225139197415,0.3929471032745592,0.2818991097922849,0.02373887240356083,0,0,,phoneme,lr,59,class_proportional,medium,0.3,0.1
0,0.7426519124038253,0.7394271118409049,0.6498740554156172,,,337,0,0.142433234421365,phoneme,lr,59,balanced_oof_relabel,medium,0.3,0.1
0,0.5266595905348816,0.4696173387302523,0.055415617128463476,,,337,0,0.04451038575667656,phoneme,lr,59,random_relabel,medium,0.3,0.1
0,0.5,0.413882863340564,0.0,,,0,0,,phoneme,lr,59,no_cleaning,high,0.4,0.2
337,0.6510872951750286,0.6642748106594196,0.3954659949622166,0.41839762611275966,0.011869436201780416,0,0,,phoneme,lr,59,class_proportional,high,0.4,0.2
0,0.7458124085779616,0.7374149659863946,0.6750629722921915,,,337,0,0.21364985163204747,phoneme,lr,59,balanced_oof_relabel,high,0.4,0.2
0,0.546294536064509,0.5123960151997535,0.10831234256926953,,,337,0,0.09198813056379822,phoneme,lr,59,random_relabel,high,0.4,0.2
0,0.540200613616801,0.4967812983311336,0.08564231738035265,,,0,0,,phoneme,lr,61,no_cleaning,low,0.1,0.05
337,0.697186445511145,0.7058236942109789,0.5264483627204031,0.17507418397626112,0.03857566765578635,0,0,,phoneme,lr,61,class_proportional,low,0.1,0.05
0,0.7382398914289033,0.7371871713985279,0.6347607052896725,,,337,0,0.04747774480712166,phoneme,lr,61,balanced_oof_relabel,low,0.1,0.05
0,0.5535383299272848,0.5259444051893617,0.12594458438287154,,,337,0,0.02373887240356083,phoneme,lr,61,random_relabel,low,0.1,0.05
0,0.5050377833753149,0.4245774091498763,0.010075566750629723,,,0,0,,phoneme,lr,61,no_cleaning,medium,0.3,0.1
337,0.6609674761972657,0.6724586974826514,0.43828715365239296,0.32047477744807124,0.008902077151335312,0,0,,phoneme,lr,61,class_proportional,medium,0.3,0.1
0,0.7318330877809991,0.7333632367453127,0.6146095717884131,,,337,0,0.16913946587537093,phoneme,lr,61,balanced_oof_relabel,medium,0.3,0.1
0,0.5322214829248716,0.4796701840409495,0.0654911838790932,,,337,0,0.06231454005934718,phoneme,lr,61,random_relabel,medium,0.3,0.1
0,0.5,0.413882863340564,0.0,,,0,0,,phoneme,lr,61,no_cleaning,high,0.4,0.2
337,0.657494098822933,0.6705250447599618,0.4156171284634761,0.42729970326409494,0.008902077151335312,0,0,,phoneme,lr,61,class_proportional,high,0.4,0.2
0,0.7370900200138355,0.7344644278543616,0.6397984886649875,,,337,0,0.258160237388724,phoneme,lr,61,balanced_oof_relabel,high,0.4,0.2
0,0.5,0.413882863340564,0.0,,,337,0,0.0712166172106825,phoneme,lr,61,random_relabel,high,0.4,0.2
0,0.549024655566645,0.5179304192685102,0.11586901763224182,,,0,0,,phoneme,lr,67,no_cleaning,low,0.1,0.05
337,0.6863834629744044,0.6936015887973519,0.5163727959697733,0.18100890207715134,0.04154302670623145,0,0,,phoneme,lr,67,class_proportional,low,0.1,0.05
0,0.7305894840232562,0.7264884057745317,0.6372795969773299,,,337,0,0.05637982195845697,phoneme,lr,67,balanced_oof_relabel,low,0.1,0.05
0,0.5647796101790683,0.5494992674873723,0.16624685138539042,,,337,0,0.008902077151335312,phoneme,lr,67,random_relabel,low,0.1,0.05
0,0.5012594458438288,0.41657506281407036,0.0025188916876574307,,,0,0,,phoneme,lr,67,no_cleaning,medium,0.3,0.1
337,0.6541540590064899,0.6639122782491496,0.43828715365239296,0.3086053412462908,0.020771513353115726,0,0,,phoneme,lr,67,class_proportional,medium,0.3,0.1
0,0.723556917974959,0.7207441831349876,0.6221662468513854,,,337,0,0.16913946587537093,phoneme,lr,67,balanced_oof_relabel,medium,0.3,0.1
0,0.5113350125944585,0.4376727141655653,0.022670025188916875,,,337,0,0.050445103857566766,phoneme,lr,67,random_relabel,medium,0.3,0.1
0,0.5,0.413882863340564,0.0,,,0,0,,phoneme,lr,67,no_cleaning,high,0.4,0.2
337,0.6611866250547872,0.6709102564102564,0.4534005037783375,0.4332344213649852,0.01483679525222552,0,0,,phoneme,lr,67,class_proportional,high,0.4,0.2
0,0.7392102192016645,0.7281201587671247,0.6775818639798489,,,337,0,0.26409495548961426,phoneme,lr,67,balanced_oof_relabel,high,0.4,0.2
0,0.5025188916876574,0.41925482399006636,0.005037783375314861,,,337,0,0.10089020771513353,phoneme,lr,67,random_relabel,high,0.4,0.2
0,0.5296009378514963,0.4776760122118679,0.0654911838790932,,,0,0,,phoneme,lr,71,no_cleaning,low,0.1,0.05
337,0.6751501037656639,0.6836877112866285,0.48866498740554154,0.19584569732937684,0.032640949554896145,0,0,,phoneme,lr,71,class_proportional,low,0.1,0.05
0,0.734047019311503,0.7316277562286324,0.6347607052896725,,,337,0,0.05637982195845697,phoneme,lr,71,balanced_oof_relabel,low,0.1,0.05
0,0.5476635563370985,0.5176741114958502,0.11838790931989925,,,337,0,0.01483679525222552,phoneme,lr,71,random_relabel,low,0.1,0.05
0,0.5012594458438288,0.41657506281407036,0.0025188916876574307,,,0,0,,phoneme,lr,71,no_cleaning,medium,0.3,0.1
337,0.6402922336813311,0.6506407729796035,0.3979848866498741,0.3115727002967359,0.02373887240356083,0,0,,phoneme,lr,71,class_proportional,medium,0.3,0.1
0,0.7295333449508632,0.7280098262374443,0.6246851385390428,,,337,0,0.16023738872403562,phoneme,lr,71,balanced_oof_relabel,medium,0.3,0.1
0,0.5025188916876574,0.41925482399006636,0.005037783375314861,,,337,0,0.04154302670623145,phoneme,lr,71,random_relabel,medium,0.3,0.1
0,0.5025188916876574,0.41925482399006636,0.005037783375314861,,,0,0,,phoneme,lr,71,no_cleaning,high,0.4,0.2
337,0.6502661470462431,0.6606907464940042,0.42317380352644834,0.4065281899109792,0.04154302670623145,0,0,,phoneme,lr,71,class_proportional,high,0.4,0.2
0,0.7423548732897147,0.7322373268962012,0.6775818639798489,,,337,0,0.2344213649851632,phoneme,lr,71,balanced_oof_relabel,high,0.4,0.2
0,0.5376896429721866,0.4982993515569823,0.09319899244332494,,,337,0,0.06231454005934718,phoneme,lr,71,random_relabel,high,0.4,0.2
0,0.5288553069966683,0.47883869037137766,0.06818181818181818,,,0,0,,phoneme,lr,73,no_cleaning,low,0.1,0.05
337,0.6628748215135649,0.6728876642118367,0.45454545454545453,0.18991097922848665,0.04154302670623145,0,0,,phoneme,lr,73,class_proportional,low,0.1,0.05
0,0.7297622825109736,0.7295924197915628,0.6186868686868687,,,337,0,0.05934718100890208,phoneme,lr,73,balanced_oof_relabel,low,0.1,0.05
0,0.5515508488021578,0.5303332965456352,0.14393939393939395,,,337,0,0.02373887240356083,phoneme,lr,73,random_relabel,low,0.1,0.05
0,0.5025252525252525,0.4195216534059185,0.005050505050505051,,,0,0,,phoneme,lr,73,no_cleaning,medium,0.3,0.1
337,0.6367298640858851,0.6475123706702653,0.3813131313131313,0.2878338278931751,0.020771513353115726,0,0,,phoneme,lr,73,class_proportional,medium,0.3,0.1
0,0.7192302607224073,0.7213255924331967,0.5934343434343434,,,337,0,0.14836795252225518,phoneme,lr,73,balanced_oof_relabel,medium,0.3,0.1
0,0.5350758897879317,0.4928865502083406,0.08585858585858586,,,337,0,0.06528189910979229,phoneme,lr,73,random_relabel,medium,0.3,0.1
0,0.5012626262626263,0.4168355945076141,0.0025252525252525255,,,0,0,,phoneme,lr,73,no_cleaning,high,0.4,0.2
337,0.6532669628219366,0.6646039558643356,0.4217171717171717,0.4094955489614243,0.026706231454005934,0,0,,phoneme,lr,73,class_proportional,high,0.4,0.2
0,0.7414947908403406,0.7342875874125874,0.6641414141414141,,,337,0,0.22551928783382788,phoneme,lr,73,balanced_oof_relabel,high,0.4,0.2
0,0.5241128563118091,0.46810199178485623,0.05555555555555555,,,337,0,0.06824925816023739,phoneme,lr,73,random_relabel,high,0.4,0.2
0,0.5333792753829825,0.484750775004079,0.07304785894206549,,,0,0,,phoneme,lr,79,no_cleaning,low,0.1,0.05
337,0.6709493106052205,0.6801988400994201,0.4760705289672544,0.18694362017804153,0.04451038575667656,0,0,,phoneme,lr,79,class_proportional,low,0.1,0.05
0,0.7385527726290998,0.738201764330572,0.6322418136020151,,,337,0,0.05934718100890208,phoneme,lr,79,balanced_oof_relabel,low,0.1,0.05
0,0.5433611097909372,0.5108240115867,0.11083123425692695,,,337,0,0.026706231454005934,phoneme,lr,79,random_relabel,low,0.1,0.05
0,0.5,0.413882863340564,0.0,,,0,0,,phoneme,lr,79,no_cleaning,medium,0.3,0.1
337,0.6503678004319609,0.661318131155329,0.4181360201511335,0.3056379821958457,0.01483679525222552,0,0,,phoneme,lr,79,class_proportional,medium,0.3,0.1
0,0.7322555434099562,0.73276744326049,0.6196473551637279,,,337,0,0.1543026706231454,phoneme,lr,79,balanced_oof_relabel,medium,0.3,0.1
0,0.517108132798927,0.4501377877644465,0.03526448362720403,,,337,0,0.05341246290801187,phoneme,lr,79,random_relabel,medium,0.3,0.1
0,0.5,0.413882863340564,0.0,,,0,0,,phoneme,lr,79,no_cleaning,high,0.4,0.2
337,0.6483730177589785,0.6593185550082101,0.41309823677581864,0.41543026706231456,0.005934718100890208,0,0,,phoneme,lr,79,class_proportional,high,0.4,0.2
0,0.750529389710037,0.743668160748546,0.6750629722921915,,,337,0,0.228486646884273,phoneme,lr,79,balanced_oof_relabel,high,0.4,0.2
0,0.5012594458438288,0.41657506281407036,0.0025188916876574307,,,337,0,0.05934718100890208,phoneme,lr,79,random_relabel,high,0.4,0.2
0,0.5252525252525253,0.46583720304192744,0.050505050505050504,,,0,0,,phoneme,lr,83,no_cleaning,low,0.1,0.05
337,0.6790126394838437,0.6929152734382138,0.4595959595959596,0.19584569732937684,0.020771513353115726,0,0,,phoneme,lr,83,class_proportional,low,0.1,0.05
0,0.7580953514199588,0.7617135342162955,0.6439393939393939,,,337,0,0.03857566765578635,phoneme,lr,83,balanced_oof_relabel,low,0.1,0.05
0,0.5467475805172141,0.5120722320899941,0.10606060606060606,,,337,0,0.01483679525222552,phoneme,lr,83,random_relabel,low,0.1,0.05
0,0.5,0.4141370338248049,0.0,,,0,0,,phoneme,lr,83,no_cleaning,medium,0.3,0.1
337,0.6528055423343382,0.6657444894286999,0.40404040404040403,0.3026706231454006,0.005934718100890208,0,0,,phoneme,lr,83,class_proportional,medium,0.3,0.1
0,0.7565246707916865,0.7595532110779244,0.6439393939393939,,,337,0,0.13649851632047477,phoneme,lr,83,balanced_oof_relabel,medium,0.3,0.1
0,0.5113636363636364,0.43798190876989307,0.022727272727272728,,,337,0,0.04451038575667656,phoneme,lr,83,random_relabel,medium,0.3,0.1
0,0.5,0.4141370338248049,0.0,,,0,0,,phoneme,lr,83,no_cleaning,high,0.4,0.2
337,0.6399029562642128,0.6530962781771625,0.351010101010101,0.41839762611275966,0.005934718100890208,0,0,,phoneme,lr,83,class_proportional,high,0.4,0.2
0,0.7559389708604369,0.7542347447069385,0.6616161616161617,,,337,0,0.22551928783382788,phoneme,lr,83,balanced_oof_relabel,high,0.4,0.2
0,0.5025252525252525,0.4195216534059185,0.005050505050505051,,,337,0,0.06231454005934718,phoneme,lr,83,random_relabel,high,0.4,0.2
0,0.5412488316461511,0.4976531831370541,0.08564231738035265,,,0,0,,phoneme,lr,89,no_cleaning,low,0.1,0.05
337,0.6895281170624548,0.697651247820065,0.5163727959697733,0.18100890207715134,0.03857566765578635,0,0,,phoneme,lr,89,class_proportional,low,0.1,0.05
0,0.7564978956428983,0.754231188030698,0.6649874055415617,,,337,0,0.05934718100890208,phoneme,lr,89,balanced_oof_relabel,low,0.1,0.05
0,0.5703415025690584,0.5577123807813723,0.17632241813602015,,,337,0,0.02967359050445104,phoneme,lr,89,random_relabel,low,0.1,0.05
0,0.5025188916876574,0.41925482399006636,0.005037783375314861,,,0,0,,phoneme,lr,89,no_cleaning,medium,0.3,0.1
337,0.6484667501016533,0.660979179439095,0.3954659949622166,0.3026706231454006,0.020771513353115726,0,0,,phoneme,lr,89,class_proportional,medium,0.3,0.1
0,0.737293326785271,0.7371187910808573,0.6297229219143576,,,337,0,0.14836795252225518,phoneme,lr,89,balanced_oof_relabel,medium,0.3,0.1
0,0.5366335038997936,0.4913115298347328,0.08060453400503778,,,337,0,0.050445103857566766,phoneme,lr,89,random_relabel,medium,0.3,0.1
0,0.5,0.413882863340564,0.0,,,0,0,,phoneme,lr,89,no_cleaning,high,0.4,0.2
337,0.6636896746563588,0.6764998824773769,0.4332493702770781,0.4094955489614243,0.01483679525222552,0,0,,phoneme,lr,89,class_proportional,high,0.4,0.2
0,0.7545268760990447,0.7431871407281243,0.6977329974811083,,,337,0,0.2166172106824926,phoneme,lr,89,balanced_oof_relabel,high,0.4,0.2
0,0.5324327107393502,0.4812538281390741,0.06801007556675064,,,337,0,0.0771513353115727,phoneme,lr,89,random_relabel,high,0.4,0.2
0,0.5559244275212861,0.5312247388088156,0.13383838383838384,,,0,0,,phoneme,lr,97,no_cleaning,low,0.1,0.05
337,0.6627822729916971,0.6721190255865839,0.4595959595959596,0.17507418397626112,0.04747774480712166,0,0,,phoneme,lr,97,class_proportional,low,0.1,0.05
0,0.7304709397641335,0.7328455606090567,0.6085858585858586,,,337,0,0.06231454005934718,phoneme,lr,97,balanced_oof_relabel,low,0.1,0.05
0,0.5913387804749062,0.5904074702886248,0.2297979797979798,,,337,0,0.026706231454005934,phoneme,lr,97,random_relabel,low,0.1,0.05
0,0.5267306573589295,0.4699970785860356,0.05555555555555555,,,0,0,,phoneme,lr,97,no_cleaning,medium,0.3,0.1
337,0.6522198424030885,0.6632929525480094,0.4217171717171717,0.2997032640949555,0.02373887240356083,0,0,,phoneme,lr,97,class_proportional,medium,0.3,0.1
0,0.712393569199852,0.7150409294072351,0.5808080808080808,,,337,0,0.14836795252225518,phoneme,lr,97,balanced_oof_relabel,medium,0.3,0.1
0,0.5487492728330424,0.5159830663027081,0.1111111111111111,,,337,0,0.05637982195845697,phoneme,lr,97,random_relabel,medium,0.3,0.1
0,0.5020016923158285,0.41925482399006636,0.005050505050505051,,,0,0,,phoneme,lr,97,no_cleaning,high,0.4,0.2
337,0.6534824686657148,0.6646115294076415,0.42424242424242425,0.42729970326409494,0.020771513353115726,0,0,,phoneme,lr,97,class_proportional,high,0.4,0.2
0,0.7066952244962716,0.702353490059874,0.6060606060606061,,,337,0,0.21068249258160238,phoneme,lr,97,balanced_oof_relabel,high,0.4,0.2
0,0.5658403405785605,0.5502133686495236,0.16414141414141414,,,337,0,0.06231454005934718,phoneme,lr,97,random_relabel,high,0.4,0.2
0,0.5489150811378842,0.5147385040457865,0.10831234256926953,,,0,0,,phoneme,lr,101,no_cleaning,low,0.1,0.05
337,0.6683287655318452,0.6768842532878563,0.4760705289672544,0.19287833827893175,0.032640949554896145,0,0,,phoneme,lr,101,class_proportional,low,0.1,0.05
0,0.7444354672623291,0.7411877394636015,0.6523929471032746,,,337,0,0.04747774480712166,phoneme,lr,101,balanced_oof_relabel,low,0.1,0.05
0,0.582098970792474,0.576006936317794,0.2040302267002519,,,337,0,0.032640949554896145,phoneme,lr,101,random_relabel,low,0.1,0.05
0,0.5012594458438288,0.41657506281407036,0.0025188916876574307,,,0,0,,phoneme,lr,101,no_cleaning,medium,0.3,0.1
337,0.6465736208143888,0.6593855556365581,0.3853904282115869,0.314540059347181,0.020771513353115726,0,0,,phoneme,lr,101,class_proportional,medium,0.3,0.1
0,0.6943705147093769,0.6980216951051361,0.5491183879093199,,,337,0,0.17210682492581603,phoneme,lr,101,balanced_oof_relabel,medium,0.3,0.1
0,0.5,0.413882863340564,0.0,,,337,0,0.0771513353115727,phoneme,lr,101,random_relabel,medium,0.3,0.1
0,0.5,0.413882863340564,0.0,,,0,0,,phoneme,lr,101,no_cleaning,high,0.4,0.2
337,0.6484667501016533,0.660979179439095,0.3954659949622166,0.4599406528189911,0.008902077151335312,0,0,,phoneme,lr,101,class_proportional,high,0.4,0.2
0,0.6929156831371555,0.6923466755123102,0.5692695214105793,,,337,0,0.24629080118694363,phoneme,lr,101,balanced_oof_relabel,high,0.4,0.2
0,0.5002112278144786,0.4160534317984361,0.0025188916876574307,,,337,0,0.08605341246290801,phoneme,lr,101,random_relabel,high,0.4,0.2
0,0.6765182186234818,0.7131599684791174,0.3684210526315789,,,0,0,,ecoli,lr,13,no_cleaning,low,0.1,0.05
23,0.8222672064777328,0.8163387000596303,0.7368421052631579,0.391304347826087,0.0,0,0,,ecoli,lr,13,class_proportional,low,0.1,0.05
0,0.8967611336032388,0.8375241779497098,0.9473684210526315,,,23,0,0.21739130434782608,ecoli,lr,13,balanced_oof_relabel,low,0.1,0.05
0,0.7817813765182187,0.8219919943489522,0.5789473684210527,,,23,0,0.0,ecoli,lr,13,random_relabel,low,0.1,0.05
0,0.5789473684210527,0.5815691158156912,0.15789473684210525,,,0,0,,ecoli,lr,13,no_cleaning,medium,0.3,0.1
23,0.7587044534412956,0.7787532923617209,0.5789473684210527,0.5652173913043478,0.0,0,0,,ecoli,lr,13,class_proportional,medium,0.3,0.1
0,0.825506072874494,0.7968372093023256,0.7894736842105263,,,23,0,0.34782608695652173,ecoli,lr,13,balanced_oof_relabel,medium,0.3,0.1
0,0.7356275303643725,0.7400453889003508,0.5789473684210527,,,23,0,0.08695652173913043,ecoli,lr,13,random_relabel,medium,0.3,0.1
0,0.5789473684210527,0.5815691158156912,0.15789473684210525,,,0,0,,ecoli,lr,13,no_cleaning,high,0.4,0.2
23,0.6072874493927125,0.6111111111111112,0.3684210526315789,0.5217391304347826,0.0,0,0,,ecoli,lr,13,class_proportional,high,0.4,0.2
0,0.6214574898785425,0.6093023255813954,0.47368421052631576,,,23,0,0.30434782608695654,ecoli,lr,13,balanced_oof_relabel,high,0.4,0.2
0,0.8145748987854251,0.803125,0.7368421052631579,,,23,0,0.21739130434782608,ecoli,lr,13,random_relabel,high,0.4,0.2
0,0.8157894736842105,0.8615493289380739,0.631578947368421,,,0,0,,ecoli,lr,17,no_cleaning,low,0.1,0.05
23,0.9089068825910931,0.8870750912233532,0.8947368421052632,0.2608695652173913,0.0,0,0,,ecoli,lr,17,class_proportional,low,0.1,0.05
0,0.8704453441295547,0.8203848895224519,0.8947368421052632,,,23,0,0.08695652173913043,ecoli,lr,17,balanced_oof_relabel,low,0.1,0.05
0,0.8639676113360324,0.8639676113360324,0.7894736842105263,,,23,0,0.0,ecoli,lr,17,random_relabel,low,0.1,0.05
0,0.7368421052631579,0.7857142857142858,0.47368421052631576,,,0,0,,ecoli,lr,17,no_cleaning,medium,0.3,0.1
23,0.8639676113360324,0.8639676113360324,0.7894736842105263,0.43478260869565216,0.043478260869565216,0,0,,ecoli,lr,17,class_proportional,medium,0.3,0.1
0,0.8672064777327935,0.8412698412698412,0.8421052631578947,,,23,0,0.34782608695652173,ecoli,lr,17,balanced_oof_relabel,medium,0.3,0.1
0,0.834412955465587,0.868013468013468,0.6842105263157895,,,23,0,0.13043478260869565,ecoli,lr,17,random_relabel,medium,0.3,0.1
0,0.6052631578947368,0.6221889055472264,0.21052631578947367,,,0,0,,ecoli,lr,17,no_cleaning,high,0.4,0.2
23,0.7587044534412956,0.7787532923617209,0.5789473684210527,0.43478260869565216,0.13043478260869565,0,0,,ecoli,lr,17,class_proportional,high,0.4,0.2
0,0.8210526315789474,0.7666666666666666,0.8421052631578947,,,23,0,0.391304347826087,ecoli,lr,17,balanced_oof_relabel,high,0.4,0.2
0,0.8190283400809717,0.837593984962406,0.6842105263157895,,,23,0,0.13043478260869565,ecoli,lr,17,random_relabel,high,0.4,0.2
0,0.8421052631578947,0.8841911764705883,0.6842105263157895,,,0,0,,ecoli,lr,23,no_cleaning,low,0.1,0.05
23,0.9089068825910931,0.8870750912233532,0.8947368421052632,0.2608695652173913,0.0,0,0,,ecoli,lr,23,class_proportional,low,0.1,0.05
0,0.9384615384615385,0.880256593014968,1.0,,,23,0,0.08695652173913043,ecoli,lr,23,balanced_oof_relabel,low,0.1,0.05
